SURVEY_NUMBER,STATION_NUMBER,OBSERVATION_NUMBER,LONGITUDE,LATITUDE,GEOID_GROUND_ELEVATION,ELLIPSOID_GROUND_HEIGHT,GEOID_ELLIPSOID_SEPARATION,OBSERVED_GRAVITY,GEOID_GRAVITY_METER_HEIGHT,ELLIPSOID_HGT_OF_GRAVITY_METER,TERRAIN_CORRECTION,TERR_CORR_DENSITY_USED,ELLIPSOID_FREEAIR_ANOMALY,SPHERICAL_CAP_BOUGUER_ANOMALY,GEOIDAL_FREEAIR_ANOMALY,INFINITE_SLAB_BOUGUER_ANOMALY,ACCURACY_OF_LOCATION,ACCURACY_OF_GEOID_GND_ELEV,ACCURACY_OF_ELLIPSOID_GND_HGT,ACCURACY_OF_G_E_SEPARATION,ACCURACY_OF_OBSERVED_GRAVITY,ERROR_OF_GEOID_METER_HGT,ERROR_OF_ELLIPSOID_METER_HGT,ERROR_IN_TERRAIN_CORRECTION,ESTIMATE_OF_STN_RELIABILITY,GRIDDING_FLAG,METHOD_OF_LOCATION_ACCURACY,METHOD_OF_GEOID_GND_ELEV_ACC,METHOD_OF_ELLIPSOID_GNDHGT_ACC,METHOD_OF_G_E_SEPARATION_ACC,METHOD_OF_OBSERVED_GRAV_ACC,METHOD_OF_GEOID_METERHGT_ERROR,METHOD_OF_ELLIPS_METER_HGT_ERR,METHOD_OF_TERR_CORR_ERROR,STATION_NAME,STATION_TYPE,GEOID_GND_ELEV_TYPE,GEODETIC_DATUM,GEOID_GND_ELEV_DATUM,ELLIPSOID_GND_HGT_DATUM,OBSERVED_GRAVITY_DATUM,LOCATION_UNITS,UNITS_OF_GEOID_GND_ELEV,UNITS_OF_ELLIPSOID_GROUND_HGT,UNITS_OF_G_E_SEPARATION,UNITS_OF_OBSERVED_GRAVITY,UNITS_OF_GEOID_METER_HGT,UNITS_OF_ELLIPSOID_METER_HGT,UNITS_OF_TERRAIN_CORRECTION,UNITS_OF_LOCATION_ACCURACY,UNITS_OF_GEOID_GND_ELEV_ACC,UNITS_OF_ELLIPSOID_GND_HGT_ACC,UNITS_OF_G_E_SEPARATION_ACC,UNITS_OF_OBSERVED_GRAV_ACC,UNITS_OF_GEOID_METER_HGT_ERROR,UNITS_OF_ELLIPS_METER_HGT_ERR,UNITS_OF_TERR_CORR_ERROR,METHOD_OF_LOCATION,METHOD_OF_GEOID_GND_ELEV,METHOD_OF_ELLIPSOID_GND_HGT,METHOD_USED_IN_G_E_SEPARATION,METHOD_OF_GEOID_METER_HGT,METHOD_OF_ELLIPSOID_METER_HGT,METHOD_OF_TERRAIN_CORRECTION,GEOID_USED_IN_G_E_SEPARATION,ELLIPS_USED_IN_G_E_SEPARATION,GRAVITY_METER_MAKE,GRAVITY_METER_SERIAL_NUMBER,OBSERVATION_DATE,PROCESSING_DATE,COMMENTS
196953,1969534435.0,4642482,137.140998,-29.950939,92.71,99.409,6.699,9792949.82,92.71,99.409,0.1,2.67,54.94,-57.79,34.2,-69.54,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,69E3,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196953,1969534436.0,5765303,137.212697,-29.947638,90.53,97.395,6.865,9792911.2,90.53,97.395,0.13,2.67,12.69,-97.76,-8.56,-109.87,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,69E3,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196953,1969534523.0,4642496,137.277996,-29.943737,74.65,81.661,7.011,9792969.33,74.65,81.661,0.1,2.67,25.32,-67.29,3.6,-79.93,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,69E3,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196953,1969534524.0,4642497,137.338295,-29.941937,81.05,88.187,7.137,9792952.53,81.05,88.187,0.1,2.67,30.05,-69.95,7.95,-82.74,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,69E3,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196953,1969534533.0,4642502,137.410195,-29.940836,98.78,106.059,7.279,9792881.79,98.78,106.059,0.16,2.67,15.32,-104.95,-7.2,-117.74,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,69E3,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196953,1969535531.0,5786918,136.330007,-30.000247,118.48,122.743,4.263,9792667.17,118.48,122.743,0.05,2.67,-194.26,-333.44,-207.46,-340.04,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,69E3,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196953,1969535532.0,4642695,136.336006,-29.946446,112.26,116.656,4.396,9792628.55,112.26,116.656,0.03,2.67,-209.6,-341.88,-223.22,-348.84,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,69E3,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196953,1969535539.0,5409486,136.399305,-29.947746,107.23,111.817,4.587,9792678.48,107.23,111.817,0.05,2.67,-175.62,-302.42,-189.83,-309.82,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,69E3,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196953,1969535540.0,5973657,136.395906,-30.012846,95.09,99.535,4.445,9792800.44,95.09,99.535,0.08,2.67,-142.45,-255.32,-156.23,-262.64,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,69E3,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196953,1969535541.0,4642698,136.474905,-30.002545,107.84,112.578,4.738,9792778.13,107.84,112.578,0.07,2.67,-116.46,-244.12,-131.13,-251.81,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,69E3,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196953,1969535542.0,4642699,136.461105,-29.940545,108.05,112.856,4.806,9792707.7,108.05,112.856,0.05,2.67,-137.57,-265.55,-152.46,-273.37,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,69E3,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196953,1969539120.0,4642793,136.498105,-30.000345,117.74,122.566,4.826,9792788.84,117.74,122.566,0.06,2.67,-73.22,-212.19,-88.15,-219.9,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,69E3,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550501.0,4643102,136.33464,-30.273548,84.73,88.408,3.678,9793022.86,84.73,88.408,0.14,2.67,-158.85,-259.11,-170.27,-265.09,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550502.0,4643103,136.401309,-30.220717,127.01,131.021,4.011,9792924.91,127.01,131.021,0.22,2.67,-83.8,-232.36,-96.21,-238.34,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550503.0,4643104,136.401308,-30.168047,114.57,118.709,4.139,9792908.9,114.57,118.709,0.06,2.67,-96.44,-231.05,-109.26,-237.46,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550504.0,4643105,136.390138,-30.115217,116.59,120.808,4.218,9792820.66,116.59,120.808,0.07,2.67,-136.77,-273.76,-149.83,-280.3,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550505.0,5885909,136.384637,-30.068047,116.34,120.637,4.297,9792774.63,116.34,120.637,0.09,2.67,-146.36,-283.15,-159.67,-289.85,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550506.0,5765323,136.462476,-30.062376,112.72,117.298,4.578,9792828.76,112.72,117.298,0.03,2.67,-98.1,-231.1,-112.27,-238.4,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550507.0,4643106,136.473477,-30.109716,116.07,120.586,4.516,9792878.09,116.07,120.586,0.04,2.67,-75.71,-212.45,-89.7,-219.58,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550508.0,4643107,136.465137,-30.165216,115.85,120.209,4.359,9792922.71,115.85,120.209,0.03,2.67,-75.78,-212.09,-89.28,-218.92,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550509.0,5758259,136.479138,-30.220716,114.3,118.563,4.263,9792961.23,114.3,118.563,0.05,2.67,-85.92,-220.36,-99.12,-227.02,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550510.0,4643108,136.345809,-30.220718,82.91,86.745,3.835,9793007.65,82.91,86.745,0.14,2.67,-137.67,-236.04,-149.58,-242.35,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550512.0,5705691,136.334639,-30.173548,90.86,94.774,3.914,9792962.43,90.86,94.774,0.11,2.67,-121.08,-228.55,-133.22,-234.9,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550513.0,5809412,136.334638,-30.120717,88.91,92.942,4.032,9792895.5,88.91,92.942,0.11,2.67,-152.22,-257.62,-164.73,-264.22,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550514.0,4643109,136.326308,-30.065217,89.58,93.701,4.121,9792824.86,89.58,93.701,0.12,2.67,-177.03,-283.29,-189.82,-290.05,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550528.0,4643113,136.320813,-30.504049,114.42,117.745,3.325,9793240.98,114.42,117.745,0.02,2.67,-31.91,-165.42,-42.21,-170.25,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550529.0,4643114,136.326313,-30.459719,111.25,114.626,3.376,9793172.04,111.25,114.626,0.04,2.67,-75.46,-205.44,-85.93,-210.41,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550533.0,5984550,136.329141,-30.337378,105.8,109.327,3.527,9792970.94,105.8,109.327,0.05,2.67,-196.47,-320.44,-207.4,-325.79,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550534.0,5924072,136.329142,-30.395719,86.84,90.282,3.442,9793092.7,86.84,90.282,0.23,2.67,-179.43,-281.81,-190.12,-287.29,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550535.0,4643117,136.406811,-30.398548,90.01,93.683,3.673,9793092.6,90.01,93.683,0.23,2.67,-171.27,-277.5,-182.67,-283.39,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550536.0,5408521,136.395812,-30.445718,103.97,107.566,3.596,9793175.24,103.97,107.566,0.09,2.67,-82.99,-204.97,-94.14,-210.48,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550537.0,5563875,136.423482,-30.498548,110.58,114.22,3.64,9793273.7,110.58,114.22,0.04,2.67,-5.72,-135.24,-17.0,-140.74,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550538.0,5409508,136.467982,-30.501378,118.08,121.844,3.764,9793258.79,118.08,121.844,0.06,2.67,0.66,-137.5,-11.0,-143.13,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550539.0,5957052,136.462481,-30.443047,92.17,95.962,3.792,9793161.84,92.17,95.962,0.15,2.67,-130.1,-238.92,-141.86,-245.0,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550540.0,5694777,136.473481,-30.398547,115.21,119.082,3.872,9793015.86,115.21,119.082,0.11,2.67,-169.64,-304.67,-181.63,-310.55,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550541.0,4643118,136.47348,-30.351377,101.19,105.134,3.944,9793016.96,101.19,105.134,0.11,2.67,-174.4,-293.62,-186.63,-299.86,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550542.0,5856301,136.40964,-30.343048,103.14,106.903,3.763,9792987.54,103.14,106.903,0.15,2.67,-191.8,-313.03,-203.47,-318.88,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550602.0,5683993,136.429145,-30.665219,116.31,119.691,3.381,9793360.14,116.31,119.691,0.04,2.67,-34.27,-169.98,-44.74,-174.89,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550603.0,5746223,136.417984,-30.612379,115.31,118.771,3.461,9793351.74,115.31,118.771,0.04,2.67,-3.66,-138.33,-14.38,-143.41,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550604.0,4643120,136.398483,-30.562379,114.21,117.701,3.491,9793323.92,114.21,117.701,0.04,2.67,4.79,-128.67,-6.02,-133.82,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550605.0,4643121,136.470813,-30.593048,108.57,112.216,3.646,9793337.13,108.57,112.216,0.03,2.67,-23.19,-150.43,-34.48,-155.97,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550606.0,4643122,136.473484,-30.640218,105.31,108.873,3.563,9793408.17,105.31,108.873,0.08,2.67,0.19,-123.27,-10.85,-128.7,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550608.0,4643123,136.456815,-30.723549,115.85,119.2,3.35,9793423.88,115.85,119.2,0.03,2.67,-18.3,-153.46,-28.67,-158.31,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550609.0,4643124,136.420816,-30.737379,112.5,115.732,3.232,9793418.57,112.5,115.732,0.03,2.67,-45.27,-176.51,-55.29,-181.18,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550610.0,4643125,136.337486,-30.73472,108.94,111.949,3.009,9793412.47,108.94,111.949,0.05,2.67,-60.94,-187.88,-70.27,-192.17,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550617.0,5979547,136.334644,-30.570719,108.6,111.888,3.288,9793353.54,108.6,111.888,0.04,2.67,9.88,-117.0,-0.32,-121.84,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,1,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550618.0,4643130,136.345815,-30.609719,120.46,123.714,3.254,9793324.42,120.46,123.714,0.05,2.67,-13.61,-153.89,-23.69,-158.49,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550619.0,4643131,136.337486,-30.67355,108.51,111.61,3.1,9793355.24,108.51,111.61,0.03,2.67,-70.7,-197.26,-80.32,-201.74,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,1,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
196955,1969550626.0,4643135,136.33182,-30.968051,164.44,167.065,2.625,9793488.01,164.44,167.065,0.27,2.67,-0.91,-190.32,-9.01,-193.02,100.0,5.0,5.06,0.06,2.0,5.0,5.06,0.5,1,0,5,5,1,3,5,5,1,3,99999,?,TR,GDA94,MSL,GRS80,B,DEG,m,m,m,um,m,m,um,m,m,m,m,um,m,m,um,99999,99999,ELN,W98,99999,ELN,DFA,AUSGEOID98,GRS80,99999,99999,31-DEC-99,31-DEC-99,Comment is null
