key,source_url,local_path,bytes,sha256,retrieved,status
sarig_dh_details_exp.csv,https://dem-sdp.s3-ap-southeast-2.amazonaws.com/sarig_dh_details_exp.csv,01_data\wp1_data\database\drillholes\sa_geodata\sarig_dh_details_exp.csv,140326402,2e59e7e4f6d00c60e21d354ab9be7f8f59a0436ac1027c40ee268e28ef4cc6de,2026-09-10 13:19:37,ok
sarig_dh_strat_exp.csv,https://dem-sdp.s3-ap-southeast-2.amazonaws.com/sarig_dh_strat_exp.csv,01_data\wp1_data\database\drillholes\sa_geodata\sarig_dh_strat_exp.csv,58113402,00b503378c5a1ba2a428259c21a2a877cfe08c4495567da45a07e85806a655c0,2026-09-10 13:19:59,ok
strat_unit_code_desc.csv,https://dem-sdp.s3-ap-southeast-2.amazonaws.com/strat_unit_code_desc.csv,01_data\wp1_data\database\drillholes\sa_geodata\strat_unit_code_desc.csv,0,,2026-09-10 13:20:00,FAILED: HTTP Error 404: Not Found
lithology_code_desc.csv,https://dem-sdp.s3-ap-southeast-2.amazonaws.com/lithology_code_desc.csv,01_data\wp1_data\database\drillholes\sa_geodata\lithology_code_desc.csv,0,,2026-09-10 13:20:00,FAILED: HTTP Error 404: Not Found
sarig_dh_details_exp.csv,https://dem-sdp.s3-ap-southeast-2.amazonaws.com/sarig_dh_details_exp.csv,01_data\wp1_data\database\drillholes\sa_geodata\sarig_dh_details_exp.csv,140326402,2e59e7e4f6d00c60e21d354ab9be7f8f59a0436ac1027c40ee268e28ef4cc6de,2026-09-21 12:00:14,already on disk
sarig_dh_strat_exp.csv,https://dem-sdp.s3-ap-southeast-2.amazonaws.com/sarig_dh_strat_exp.csv,01_data\wp1_data\database\drillholes\sa_geodata\sarig_dh_strat_exp.csv,58113402,00b503378c5a1ba2a428259c21a2a877cfe08c4495567da45a07e85806a655c0,2026-09-21 12:00:14,already on disk
strat_unit_code_desc.csv,https://dem-sdp.s3-ap-southeast-2.amazonaws.com/strat_unit_code_desc.csv,01_data\wp1_data\database\drillholes\sa_geodata\strat_unit_code_desc.csv,0,,2026-09-21 12:00:14,FAILED: HTTP Error 404: Not Found (optional code table; unit codes stay as codes)
lithology_code_desc.csv,https://dem-sdp.s3-ap-southeast-2.amazonaws.com/lithology_code_desc.csv,01_data\wp1_data\database\drillholes\sa_geodata\lithology_code_desc.csv,0,,2026-09-21 12:00:15,FAILED: HTTP Error 404: Not Found (optional code table; unit codes stay as codes)
sarig_dh_litho_exp.csv,https://dem-sdp.s3-ap-southeast-2.amazonaws.com/sarig_dh_litho_exp.csv,01_data\wp1_data\database\drillholes\sa_geodata\sarig_dh_litho_exp.csv,402207577,67d288429a9a7523445ee2ac7b648fd9066b138a06ca1b234d7751fb4edc7d60,2026-09-21 12:03:28,ok
