DRILLHOLE_NO,DEPTH_FROM_M,DEPTH_TO_M,GIS_CODE,STRAT_UNIT_NAME,MAJOR_LITHOLOGY,age_class,is_pre_adelaidean,is_pandurra,is_crystalline_basement,DH_NAME,drill_date,dist_od_km
139895,0.0,3.05,aI,Tertiary-Pleistocene rocks,Soil,post-Cambrian cover,False,False,False,WP 17,1968-12-05,168.4
139895,3.05,22.86,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,WP 17,1968-12-05,168.4
139895,22.86,42.18,N-hunt,Tapley Hill Formation,Clay (Undiff. Origin),Adelaidean,False,False,False,WP 17,1968-12-05,168.4
139895,42.18,45.7,M----p,Pandurra Formation,,Mesoproterozoic,True,True,False,WP 17,1968-12-05,168.4
139896,0.0,1.52,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,WP 18,1968-12-06,168.6
139896,1.52,19.2,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,WP 18,1968-12-06,168.6
139896,19.2,21.3,M----p,Pandurra Formation,,Mesoproterozoic,True,True,False,WP 18,1968-12-06,168.6
139898,0.0,6.1,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,WP 20,1968-12-07,167.7
139898,6.1,26.52,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,WP 20,1968-12-07,167.7
139898,26.52,41.15,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,WP 20,1968-12-07,167.7
139898,41.15,45.7,M----p,Pandurra Formation,,Mesoproterozoic,True,True,False,WP 20,1968-12-07,167.7
139899,0.0,3.05,aI,Tertiary-Pleistocene rocks,Soil,post-Cambrian cover,False,False,False,WP 21,1968-12-07,167.9
139899,3.05,21.03,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,WP 21,1968-12-07,167.9
139899,21.03,22.86,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,WP 21,1968-12-07,167.9
139899,22.86,30.48,M----p,Pandurra Formation,,Mesoproterozoic,True,True,False,WP 21,1968-12-07,167.9
139900,0.0,17.37,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,WP 22,1968-12-07,167.2
139900,17.37,27.43,N-hunt,Tapley Hill Formation,Clay (Undiff. Origin),Adelaidean,False,False,False,WP 22,1968-12-07,167.2
139900,27.43,30.48,M----p,Pandurra Formation,,Mesoproterozoic,True,True,False,WP 22,1968-12-07,167.2
139902,0.0,5.49,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,WP 24,1968-12-10,165.6
139902,5.49,7.92,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,WP 24,1968-12-10,165.6
139902,7.92,28.96,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,WP 24,1968-12-10,165.6
139902,28.96,30.48,M----p,Pandurra Formation,,Mesoproterozoic,True,True,False,WP 24,1968-12-10,165.6
139903,0.0,1.52,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,WP 25,1968-12-11,167.5
139903,1.52,26.52,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,WP 25,1968-12-11,167.5
139903,26.52,59.13,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,WP 25,1968-12-11,167.5
139903,59.13,60.96,M----p,Pandurra Formation,,Mesoproterozoic,True,True,False,WP 25,1968-12-11,167.5
139904,0.0,4.88,aI,Tertiary-Pleistocene rocks,Soil,post-Cambrian cover,False,False,False,WP 26,1968-12-12,167.4
139904,4.88,36.27,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,WP 26,1968-12-12,167.4
139904,36.27,56.39,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,WP 26,1968-12-12,167.4
139904,56.39,58.8,M----p,Pandurra Formation,,Mesoproterozoic,True,True,False,WP 26,1968-12-12,167.4
140216,0.0,313.9,Y--t-r,Corunna Conglomerate,Sandstone,Palaeoproterozoic,True,False,True,BHP DDH 18,1953-12-12,256.1
140217,0.0,243.8,Y-hb-m,Myola Volcanics,Rhyolite,Palaeoproterozoic,True,False,True,BHP DDH 29,1956-12-12,257.4
140218,0.0,15.0,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,BHP JD 3A,1961-04-01,257.6
140218,15.0,18.3,A-,Archaean rocks,Gneiss,Archaean,True,False,True,BHP JD 3A,1961-04-01,257.6
140219,0.0,14.0,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,BHP JD 4,1961-05-01,257.5
140219,14.0,16.8,AM,Archaean-Mesoproterozoic rocks,Granite,Archaean,True,False,True,BHP JD 4,1961-05-01,257.5
140220,0.0,2.0,IH,Quaternary rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,BHP JD 5,1961-05-01,257.3
140220,2.0,12.2,AM,Archaean-Mesoproterozoic rocks,Granite,Archaean,True,False,True,BHP JD 5,1961-05-01,257.3
140221,0.0,2.0,IH,Quaternary rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,BHP JD 6,1961-05-01,256.7
140221,2.0,13.7,A-,Archaean rocks,Gneiss,Archaean,True,False,True,BHP JD 6,1961-05-01,256.7
140222,0.0,1.7,IH,Quaternary rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,BHP JD 7,1961-05-01,256.5
140222,1.7,16.8,AM,Archaean-Mesoproterozoic rocks,Granite,Archaean,True,False,True,BHP JD 7,1961-05-01,256.5
140223,0.0,4.0,IH,Quaternary rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,BHP JD 8,1961-05-01,256.2
140223,4.0,12.2,A-,Archaean rocks,Gneiss,Archaean,True,False,True,BHP JD 8,1961-05-01,256.2
140224,0.0,4.9,IH,Quaternary rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,BHP JD 9,1961-05-01,256.3
140224,4.9,18.3,A-,Archaean rocks,Gneiss,Archaean,True,False,True,BHP JD 9,1961-05-01,256.3
140225,0.0,6.0,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,BHP JD 10,1961-05-01,255.8
140225,6.0,15.2,A-,Archaean rocks,Granite,Archaean,True,False,True,BHP JD 10,1961-05-01,255.8
140226,0.0,7.6,IH,Quaternary rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,BHP JD 11,1961-05-01,255.6
140226,7.6,16.5,A-,Archaean rocks,Granite,Archaean,True,False,True,BHP JD 11,1961-05-01,255.6
140227,0.0,17.4,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,BHP JD 12,1961-05-01,255.8
140227,17.4,19.8,AM,Archaean-Mesoproterozoic rocks,Granite,Archaean,True,False,True,BHP JD 12,1961-05-01,255.8
140228,0.0,15.5,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,BHP JD 13,1961-05-01,256.3
140228,15.5,18.3,AM,Archaean-Mesoproterozoic rocks,Granite,Archaean,True,False,True,BHP JD 13,1961-05-01,256.3
140229,0.0,13.7,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,BHP JD 14,1961-05-01,256.3
140229,13.7,16.8,AM,Archaean-Mesoproterozoic rocks,Granite,Archaean,True,False,True,BHP JD 14,1961-05-01,256.3
140230,0.0,11.9,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,BHP JD 15,1961-05-01,256.5
140230,11.9,12.8,AM,Archaean-Mesoproterozoic rocks,Granite,Archaean,True,False,True,BHP JD 15,1961-05-01,256.5
140231,0.0,17.4,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,BHP JD 16,1961-05-01,256.6
140231,17.4,19.5,AM,Archaean-Mesoproterozoic rocks,Granite,Archaean,True,False,True,BHP JD 16,1961-05-01,256.6
140232,0.0,16.8,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,BHP JD 17,1961-05-01,256.6
140232,16.8,19.2,AM,Archaean-Mesoproterozoic rocks,Granite,Archaean,True,False,True,BHP JD 17,1961-05-01,256.6
140233,0.0,18.3,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,BHP JD 18,1961-05-01,256.7
140233,18.3,21.3,AM,Archaean-Mesoproterozoic rocks,Granite,Archaean,True,False,True,BHP JD 18,1961-05-01,256.7
140234,0.0,22.3,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,BHP JD 19,1961-05-01,256.7
140234,22.3,25.9,M-ta,Gawler Range Volcanics,Rhyolite,Mesoproterozoic,True,False,True,BHP JD 19,1961-05-01,256.7
140235,0.0,24.1,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,BHP JD 20,1961-05-01,256.7
140235,24.1,28.4,M-ta,Gawler Range Volcanics,Rhyolite,Mesoproterozoic,True,False,True,BHP JD 20,1961-05-01,256.7
140236,0.0,21.3,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,BHP JD 21,1961-05-01,256.7
140236,21.3,24.4,AY-i,Middleback Subgroup,Chemical/Biogenic Sediment,Archaean,True,False,True,BHP JD 21,1961-05-01,256.7
140240,0.0,6.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,BHP KAT 5,1973-05-05,262.4
140240,6.0,28.0,A-,Archaean rocks,Granite,Archaean,True,False,True,BHP KAT 5,1973-05-05,262.4
140241,0.0,12.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,BHP KAT 6,1973-05-05,261.2
140241,12.0,22.5,A-,Archaean rocks,Granite,Archaean,True,False,True,BHP KAT 6,1973-05-05,261.2
140257,0.0,23.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,BHP MH 1,1970-12-12,282.6
140257,23.0,87.0,Y-hb-b,Broadview Schist,Schist,Palaeoproterozoic,True,False,True,BHP MH 1,1970-12-12,282.6
140258,0.0,16.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,BHP MH 2,1973-12-12,284.8
140258,16.0,22.0,Y-hb-b,Broadview Schist,Schist,Palaeoproterozoic,True,False,True,BHP MH 2,1973-12-12,284.8
140261,0.0,82.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,BHP MH 5,1973-12-12,284.5
140261,82.0,82.5,Y-hb-b,Broadview Schist,Schist,Palaeoproterozoic,True,False,True,BHP MH 5,1973-12-12,284.5
140268,0.0,1.8,IH,Quaternary rocks,Silt,post-Cambrian cover,False,False,False,BHP RP 1,1969-12-12,259.1
140268,1.8,91.4,M-talr,Roopena Basalt,Basalt,Mesoproterozoic,True,False,True,BHP RP 1,1969-12-12,259.1
140268,91.4,99.1,Y--x-o,Moonabie Formation,Quartzite,Palaeoproterozoic,True,False,True,BHP RP 1,1969-12-12,259.1
140269,0.0,1.5,IH,Quaternary rocks,Silt,post-Cambrian cover,False,False,False,BHP RP 2,1969-12-12,258.6
140269,1.5,76.2,M-talr,Roopena Basalt,Siltstone,Mesoproterozoic,True,False,True,BHP RP 2,1969-12-12,258.6
140269,76.2,83.8,M-talf--01,Fresh Well Formation unit 1,Conglomerate,Mesoproterozoic,True,False,True,BHP RP 2,1969-12-12,258.6
140270,0.0,1.5,IH,Quaternary rocks,Silt,post-Cambrian cover,False,False,False,BHP RP 3,1969-12-12,258.6
140270,1.5,30.5,M-talf--02,Fresh Well Formation unit 2,Siltstone,Mesoproterozoic,True,False,True,BHP RP 3,1969-12-12,258.6
140270,30.5,91.4,Y--x-o,Moonabie Formation,Quartzite,Palaeoproterozoic,True,False,True,BHP RP 3,1969-12-12,258.6
140271,0.0,1.0,IH,Quaternary rocks,Silt,post-Cambrian cover,False,False,False,BHP RP 4,1969-12-12,259.5
140271,1.0,43.9,M-talf--02,Fresh Well Formation unit 2,Siltstone,Mesoproterozoic,True,False,True,BHP RP 4,1969-12-12,259.5
140271,43.9,53.3,M-talf--01,Fresh Well Formation unit 1,Conglomerate,Mesoproterozoic,True,False,True,BHP RP 4,1969-12-12,259.5
140272,0.0,15.8,M-talf,Fresh Well Formation,Siltstone,Mesoproterozoic,True,False,True,BHP RP 5,1969-12-12,259.7
140272,15.8,61.0,M-talf,Fresh Well Formation,Conglomerate,Mesoproterozoic,True,False,True,BHP RP 5,1969-12-12,259.7
140273,0.0,4.6,IH,Quaternary rocks,Silt,post-Cambrian cover,False,False,False,BHP RP 6,1969-12-12,259.6
140273,4.6,41.2,M-talf,Fresh Well Formation,Siltstone,Mesoproterozoic,True,False,True,BHP RP 6,1969-12-12,259.6
140273,41.2,48.8,Y--x-o,Moonabie Formation,Quartzite,Palaeoproterozoic,True,False,True,BHP RP 6,1969-12-12,259.6
140278,0.0,17.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,DME PH 30,1969-12-12,263.6
140278,17.0,24.0,N----g,Gairdner Dolerite,Dolerite,Adelaidean,False,False,False,DME PH 30,1969-12-12,263.6
140278,24.0,38.0,A----c,Cooyerdoo Granite,Granite,Archaean,True,False,True,DME PH 30,1969-12-12,263.6
140298,0.0,7.5,IH,Quaternary rocks,Laterite,post-Cambrian cover,False,False,False,PACMINEX EX 40,1973-10-02,234.6
140298,7.5,42.7,M-ta,Gawler Range Volcanics,Trachyandesite,Mesoproterozoic,True,False,True,PACMINEX EX 40,1973-10-02,234.6
140300,0.0,3.0,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,PACMINEX EX 42,1973-11-04,234.1
140300,3.0,42.0,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,PACMINEX EX 42,1973-11-04,234.1
140300,42.0,52.7,N-xcak,Backy Point Formation,Conglomerate,Adelaidean,False,False,False,PACMINEX EX 42,1973-11-04,234.1
140300,52.7,54.9,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 42,1973-11-04,234.1
140302,0.0,6.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 46,1973-11-09,240.6
140302,6.0,40.0,N-hunt,Tapley Hill Formation,Clay (Undiff. Origin),Adelaidean,False,False,False,PACMINEX EX 46,1973-11-09,240.6
140302,40.0,70.0,N-xcak,Backy Point Formation,Sandstone,Adelaidean,False,False,False,PACMINEX EX 46,1973-11-09,240.6
140302,70.0,80.8,M-ta,Gawler Range Volcanics,Volcanics,Mesoproterozoic,True,False,True,PACMINEX EX 46,1973-11-09,240.6
140306,0.0,3.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 50,1973-11-11,250.1
140306,3.0,33.5,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,PACMINEX EX 50,1973-11-11,250.1
140306,33.5,36.6,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 50,1973-11-11,250.1
140307,0.0,3.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 51,1973-11-11,250.3
140307,3.0,6.0,N-hunt,Tapley Hill Formation,Clay (Undiff. Origin),Adelaidean,False,False,False,PACMINEX EX 51,1973-11-11,250.3
140307,6.0,12.0,N-xcak,Backy Point Formation,Conglomerate,Adelaidean,False,False,False,PACMINEX EX 51,1973-11-11,250.3
140307,12.0,18.6,M----p,Pandurra Formation,Sedimentary Rock,Mesoproterozoic,True,True,False,PACMINEX EX 51,1973-11-11,250.3
140310,0.0,6.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 54,1973-11-13,252.8
140310,6.0,84.0,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,PACMINEX EX 54,1973-11-13,252.8
140310,84.0,85.3,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 54,1973-11-13,252.8
140311,0.0,7.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 55,1973-11-13,250.0
140311,7.0,13.7,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 55,1973-11-13,250.0
140312,0.0,3.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 56,1973-11-13,249.0
140312,3.0,37.0,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,PACMINEX EX 56,1973-11-13,249.0
140312,37.0,43.0,N-xcak,Backy Point Formation,Conglomerate,Adelaidean,False,False,False,PACMINEX EX 56,1973-11-13,249.0
140312,43.0,45.7,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 56,1973-11-13,249.0
140313,0.0,6.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 57,1973-11-14,249.3
140313,6.0,53.0,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 57,1973-11-14,249.3
140313,53.0,61.0,M-ta,Gawler Range Volcanics,Andesite,Mesoproterozoic,True,False,True,PACMINEX EX 57,1973-11-14,249.3
140314,0.0,3.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 58,1973-11-14,255.7
140314,3.0,64.0,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 58,1973-11-14,255.7
140315,0.0,12.0,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,PACMINEX EX 59,1973-11-15,256.5
140315,12.0,22.0,N-xcak,Backy Point Formation,Sandstone,Adelaidean,False,False,False,PACMINEX EX 59,1973-11-15,256.5
140315,22.0,24.7,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 59,1973-11-15,256.5
140316,0.0,9.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 60,1973-11-15,256.0
140316,9.0,15.8,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 60,1973-11-15,256.0
140318,0.0,6.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 65,1974-03-08,276.7
140318,6.0,61.0,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 65,1974-03-08,276.7
140319,0.0,13.5,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,PACMINEX EX 69,1974-03-11,266.8
140319,13.5,37.5,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 69,1974-03-11,266.8
140320,0.0,9.0,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,PACMINEX EX 70,1974-03-11,262.0
140320,9.0,15.0,N-hunt,Tapley Hill Formation,Clay (Undiff. Origin),Adelaidean,False,False,False,PACMINEX EX 70,1974-03-11,262.0
140320,15.0,30.0,N-xcak,Backy Point Formation,Conglomerate,Adelaidean,False,False,False,PACMINEX EX 70,1974-03-11,262.0
140320,30.0,33.3,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 70,1974-03-11,262.0
140321,0.0,6.0,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,PACMINEX EX 71,1974-03-11,260.3
140321,6.0,9.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 71,1974-03-11,260.3
140322,0.0,3.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 72,1974-03-12,260.0
140322,3.0,6.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 72,1974-03-12,260.0
140322,6.0,7.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 72,1974-03-12,260.0
140323,0.0,20.5,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 73,1974-03-12,259.7
140323,6.0,20.5,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 73,1974-03-12,259.7
140323,20.5,24.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 73,1974-03-12,259.7
140324,0.0,3.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 74,1974-03-12,259.1
140324,3.0,32.0,N-hueh,Whyalla Sandstone,,Adelaidean,False,False,False,PACMINEX EX 74,1974-03-12,259.1
140324,32.0,34.0,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,PACMINEX EX 74,1974-03-12,259.1
140324,34.0,48.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 74,1974-03-12,259.1
140327,0.0,4.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 77,1974-03-13,257.3
140327,4.0,13.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 77,1974-03-13,257.3
140327,13.0,17.0,N-xcak,Backy Point Formation,Conglomerate,Adelaidean,False,False,False,PACMINEX EX 77,1974-03-13,257.3
140327,17.0,19.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 77,1974-03-13,257.3
140328,0.0,3.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 78,1974-03-13,257.8
140328,3.0,3.15,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 78,1974-03-13,257.8
140329,0.0,5.0,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,PACMINEX EX 79,1974-03-13,255.9
140329,5.0,12.5,N-hunt,Tapley Hill Formation,Clay (Undiff. Origin),Adelaidean,False,False,False,PACMINEX EX 79,1974-03-13,255.9
140329,12.5,45.0,N-xcak,Backy Point Formation,Gravel,Adelaidean,False,False,False,PACMINEX EX 79,1974-03-13,255.9
140329,45.0,46.0,M----p,Pandurra Formation,Sedimentary Rock,Mesoproterozoic,True,True,False,PACMINEX EX 79,1974-03-13,255.9
140332,0.0,3.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 82,1974-03-16,253.5
140332,3.0,90.0,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 82,1974-03-16,253.5
140333,0.0,3.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 83,1974-03-16,253.8
140333,3.0,12.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 83,1974-03-16,253.8
140333,12.0,28.0,N-hunt,Tapley Hill Formation,Clay (Undiff. Origin),Adelaidean,False,False,False,PACMINEX EX 83,1974-03-16,253.8
140333,28.0,39.5,N-xcak,Backy Point Formation,Gravel,Adelaidean,False,False,False,PACMINEX EX 83,1974-03-16,253.8
140333,39.5,40.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 83,1974-03-16,253.8
140334,0.0,3.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 84,1974-03-20,253.7
140334,3.0,87.0,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 84,1974-03-20,253.7
140335,0.0,2.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 85,1974-03-20,250.9
140335,2.0,19.0,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,PACMINEX EX 85,1974-03-20,250.9
140335,19.0,21.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 85,1974-03-20,250.9
140340,0.0,13.0,IH,Quaternary rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,PACMINEX EX 90,1974-03-21,234.3
140340,13.0,20.0,N-hunt,Tapley Hill Formation,Clay (Undiff. Origin),Adelaidean,False,False,False,PACMINEX EX 90,1974-03-21,234.3
140340,20.0,28.0,N-xcak,Backy Point Formation,Sandstone,Adelaidean,False,False,False,PACMINEX EX 90,1974-03-21,234.3
140340,28.0,36.0,M-ta,Gawler Range Volcanics,Andesite,Mesoproterozoic,True,False,True,PACMINEX EX 90,1974-03-21,234.3
140342,0.0,4.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 92,1974-03-22,233.3
140342,4.0,27.0,M-ta,Gawler Range Volcanics,Rhyodacite,Mesoproterozoic,True,False,True,PACMINEX EX 92,1974-03-22,233.3
140851,0.0,61.57,N-xc,Callanna Group,Mafic Extrusive,Adelaidean,False,False,False,URN 1,1974-01-01,279.2
140851,61.57,63.55,Y-he,Peake Metamorphics,,Palaeoproterozoic,True,False,True,URN 1,1974-01-01,279.2
140852,0.0,8.37,Y--j-w,Wirriecurrie Granite,Granite,Palaeoproterozoic,True,False,True,URN 2,1974-01-01,285.3
147448,0.0,6.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 5,1973-10-03,188.5
147448,6.0,23.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 5,1973-10-03,188.5
147448,23.0,24.0,------fe,ferruginisation,Ferricrete,post-Cambrian cover,False,False,False,PACMINEX EX 5,1973-10-03,188.5
147448,24.0,27.0,------we,weathering/weathered rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,PACMINEX EX 5,1973-10-03,188.5
147448,27.0,33.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 5,1973-10-03,188.5
147449,0.0,6.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 3A,1973-10-03,177.6
147449,6.0,42.4,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 3A,1973-10-03,177.6
147449,42.4,42.5,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 3A,1973-10-03,177.6
147451,0.0,3.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 4,1973-10-03,179.5
147451,3.0,9.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 4,1973-10-03,179.5
147451,9.0,24.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 4,1973-10-03,179.5
147453,0.0,7.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 10,1973-10-07,200.1
147453,7.0,15.0,ap----si,Tertiary silcrete,Silcrete,post-Cambrian cover,False,False,False,PACMINEX EX 10,1973-10-07,200.1
147453,15.0,34.0,N-hu----02,Umberatana Group unit 2,Clay (Undiff. Origin),Adelaidean,False,False,False,PACMINEX EX 10,1973-10-07,200.1
147453,34.0,55.0,N-hu----02,Umberatana Group unit 2,Siltstone,Adelaidean,False,False,False,PACMINEX EX 10,1973-10-07,200.1
147453,55.0,59.0,N-hunt,Tapley Hill Formation,Limestone,Adelaidean,False,False,False,PACMINEX EX 10,1973-10-07,200.1
147453,59.0,61.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 10,1973-10-07,200.1
147454,0.0,9.0,aI,Tertiary-Pleistocene rocks,Gravel,post-Cambrian cover,False,False,False,PACMINEX EX 13,1973-10-09,202.5
147454,9.0,15.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 13,1973-10-09,202.5
147454,15.0,17.7,N-hu----02,Umberatana Group unit 2,Clay (Undiff. Origin),Adelaidean,False,False,False,PACMINEX EX 13,1973-10-09,202.5
147454,17.7,19.8,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 13,1973-10-09,202.5
147456,0.0,3.0,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,PACMINEX EX 15,1973-10-09,208.0
