DRILLHOLE_NO,DH_NAME,DH_OTHER_NAME,lon_dd,lat_dd,max_depth_m,drill_date,TARGET_COMMODITIES,MINERAL_CLASS,PETROLEUM_CLASS,STRATIGRAPHIC_CLASS,WATER_WELL_CLASS,STRAT_LOG,LITHO_LOG,PETROPHYSICAL_LOG,CORE_LIBRARY,OPERATOR_NAME,TENEMENT,MAP_250000,dist_od_km,in_regional_window,strat_units_top_to_base,gis_codes_top_to_base,deepest_logged_base_m,oldest_age_rank,oldest_age_class,depth_top_pre_adelaidean_m,depth_top_crystalline_basement_m,first_pre_adelaidean_unit,first_crystalline_basement_unit,reached_pre_adelaidean,reached_crystalline_basement,pandurra_logged,hole_type,cutoff_t0,buffer_deg
24900,WILKATANA 6,188000008,137.7805917,-32.1357436,135.64,1956-03-22,,N,Y,Y,N,N,Y,N,N,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,206.7,False,,,,,,,,,,,,,petroleum,1975-05-02,2.0
24953,WILKATANA 5,727008105,137.8302575,-32.1291042,157.58,1956-03-30,,N,Y,Y,N,N,N,N,N,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,208.0,False,,,,,,,,,,,,,petroleum,1975-05-02,2.0
24955,WILKATANA 7,727008202,137.8352853,-32.1246039,144.93,1956-04-27,,N,Y,Y,N,N,Y,N,N,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,207.8,False,,,,,,,,,,,,,petroleum,1975-05-02,2.0
24903,WILKATANA 10,188000011,137.8094244,-32.1240764,13.72,1956-05-29,,N,Y,Y,N,N,Y,N,N,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,206.7,False,,,,,,,,,,,,,petroleum,1975-05-02,2.0
24951,WILKATANA 3,727008102,137.8301464,-32.1258264,406.6,1956-05-29,Oil,N,Y,N,N,Y,Y,N,Y,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,207.7,False,Neuroodla Formation > Cotabena Formation > Wilkawillina Limestone > Parachilna Formation,op---u > eo---o > E-rh-w > E-rh-p,406.6,1.0,Cambrian,,,,,False,False,False,petroleum,1975-05-02,2.0
24928,WILKATANA 1,727008101,137.8301186,-32.1247153,670.32,1956-06-11,Oil,N,Y,N,N,Y,Y,N,Y,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,207.6,False,Quaternary rocks > Neuroodla Formation > Cotabena Formation > Wilkawillina Limestone > Parachilna Formation > Neoproterozoic rocks,IH > op---u > eo---o > E-rh-w > E-rh-p > N-,670.32,2.0,Adelaidean,,,,,False,False,False,petroleum,1975-05-02,2.0
24904,WILKATANA 10A,188000012,137.8094522,-32.1251875,81.38,1956-06-29,Water,N,Y,Y,N,N,Y,N,N,SANTOS LIMITED, ,SI5304 PORT AUGUSTA,206.8,False,,,,,,,,,,,,,petroleum,1975-05-02,2.0
24901,WILKATANA 8,188000009,137.8197853,-32.1249375,324.61,1956-07-16,,N,Y,N,N,Y,Y,N,Y,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,207.2,False,Quaternary rocks > Neuroodla Formation > Cotabena Formation > Wilkawillina Limestone > Parachilna Formation,IH > op---u > eo---o > E-rh-w > E-rh-p,324.61,1.0,Cambrian,,,,,False,False,False,petroleum,1975-05-02,2.0
24898,WILKATANA 2,,137.8300908,-32.1236042,337.81,1956-07-27,,N,Y,N,N,N,Y,N,Y,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,207.5,False,,,,,,,,,,,,,petroleum,1975-05-02,2.0
24902,WILKATANA 9,188000010,137.8295628,-32.1071319,372.77,1956-08-23,,N,Y,N,N,N,Y,N,N,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,205.8,False,,,,,,,,,,,,,petroleum,1975-05-02,2.0
24905,WILKATANA 11,188000013,137.8290347,-32.0895483,339.85,1956-09-19,,N,Y,N,N,N,Y,N,Y,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,204.0,False,,,,,,,,,,,,,petroleum,1975-05-02,2.0
24954,WILKATANA 4,727008201,137.8404519,-32.1244928,460.55,1956-09-29,,N,Y,N,N,N,Y,N,Y,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,208.0,False,,,,,,,,,,,,,petroleum,1975-05-02,2.0
24957,WILKATANA 13,727019201,137.8714236,-32.1237981,177.4,1956-10-07,,N,Y,Y,N,Y,N,N,N,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,209.2,False,Quaternary rocks > Neuroodla Formation > Cotabena Formation > Proterozoic rocks,IH > op---u > eo---o > YN,177.4,4.0,Palaeoproterozoic,172.0,172.0,Proterozoic rocks,Proterozoic rocks,True,True,False,petroleum,1975-05-02,2.0
24958,WILKATANA 14,727008601,137.89209,-32.1233258,182.88,1956-10-11,,N,Y,Y,N,Y,Y,N,N,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,210.0,False,Quaternary rocks > Neuroodla Formation > Cotabena Formation > Proterozoic rocks,IH > op---u > eo---o > YN,182.88,4.0,Palaeoproterozoic,167.6,167.6,Proterozoic rocks,Proterozoic rocks,True,True,False,petroleum,1975-05-02,2.0
24899,WILKATANA 17,188000007,137.8768119,-32.0686867,63.9,1956-10-18,,N,Y,Y,N,Y,Y,N,N,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,204.0,False,Quaternary rocks > Neuroodla Formation > Proterozoic rocks,IH > op---u > YN,63.9,4.0,Palaeoproterozoic,56.4,56.4,Proterozoic rocks,Proterozoic rocks,True,True,False,petroleum,1975-05-02,2.0
24906,WILKATANA 15,188000014,137.8606731,-32.0690481,176.78,1956-10-21,,N,Y,Y,N,Y,Y,N,N,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,203.3,False,Quaternary rocks > Neuroodla Formation,IH > op---u,176.78,0.0,post-Cambrian cover,,,,,False,False,False,petroleum,1975-05-02,2.0
24956,WILKATANA 12,727008301,137.850785,-32.1242428,333.76,1956-10-22,,N,Y,N,N,Y,Y,N,N,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,208.4,False,Quaternary rocks > Neuroodla Formation > Cotabena Formation > Wilkawillina Limestone,IH > op---u > eo---o > E-rh-w,333.76,1.0,Cambrian,,,,,False,False,False,petroleum,1975-05-02,2.0
174073,WILKATANA 18,,137.8284233,-32.0697983,132.89,1956-11-13,,N,Y,Y,N,N,N,N,N,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,202.0,False,,,,,,,,,,,,,petroleum,1975-05-02,2.0
24907,WILKATANA 16,188000015,137.8445622,-32.0694369,281.03,1957-01-16,,N,Y,Y,N,Y,Y,N,N,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,202.7,False,Cotabena Formation > Cambrian rocks,eo---o > E-,281.0,1.0,Cambrian,,,,,False,False,False,petroleum,1975-05-02,2.0
24942,WILKATANA 19,,137.83098,-32.1521875,122.4,1957-01-30,,N,Y,Y,N,N,N,N,N,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,210.4,False,,,,,,,,,,,,,petroleum,1975-05-02,2.0
24949,WILKATANA 19A,727008002,137.83098,-32.1521875,,1957-03-05,,N,Y,Y,N,N,N,N,N,SANTOS LIMITED, ,SI5304 PORT AUGUSTA,210.4,False,,,,,,,,,,,,,petroleum,1975-05-02,2.0
24950,WILKATANA 19B,727008003,137.83098,-32.1521875,137.16,1957-03-25,,N,Y,Y,N,N,N,N,N,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,210.4,False,,,,,,,,,,,,,petroleum,1975-05-02,2.0
24952,WILKATANA 3A,727008103,137.8301464,-32.1260208,320.04,1957-04-29,Oil,N,Y,N,N,N,N,N,N,SANTOS LIMITED,OEL 7,SI5304 PORT AUGUSTA,207.7,False,,,,,,,,,,,,,petroleum,1975-05-02,2.0
34155,MOTPENA 1,,138.3179881,-31.1151781,213.97,1957-07-04,,N,Y,N,N,N,N,N,Y,SANTOS LIMITED,OEL 7,SH5413 PARACHILNA,155.9,False,,,,,,,,,,,,,petroleum,1975-05-02,2.0
