seed,L1-1 cover_total_m,L1-2 corr_length_km,L1-3 relief_m,L2-1 intensity_per_1e4km2,L2-3 basalt_multiplier,L3-1 p_reduced,L3-2 belt_length_km,L4-1 reach_d_km,L4-2 p_ore,L4-3 ore_multiplier,L5-2 rho_quartzite,L5-2 rho_shale,L5-2 rho_limestone,L5-2 rho_pandurra,L5-2 k_cover,L5-2 res_cover,L5-4 basement_sd,L5-4 basement_logk_sd,n_basalt,basalt_frac,reduced_frac,n_iron,basement_sd_realized,basement_logk_sd_realized,zone_km2,n_ore,Mt_total,contrast,g_n_per_1e4km2,g_amp_median,g_amp_p90,g_width_median_km,g_residual_sd,m_n_per_1e4km2,m_amp_median,m_amp_p90,m_width_median_km,m_residual_sd
1030,402.9026617295174,10.413699128259614,121.92286935841068,6.600217022272886,17.843838203067346,0.22365815526558752,48.275651962049295,0.6213886299069288,0.09303909245062099,1.5731239556394128,2.653491978269594,2.469815756448887,2.34566614211912,2.4250468905893077,58.88705001000691,20.183651450232766,0.030351170213163654,0.7569457358039805,7,0.018067846607669618,0.22367256637168142,4,0.029672121202197473,0.742220030938405,0.0,0,0.0,0.39689313790177794,2.4604281144919216,7.980548609311556,10.567694266799268,23.09734550211416,4.339533507269784,24.314972411858225,429.321406003775,1777.9081686983682,6.955796338302048,685.1307437231604
1031,562.3984200609032,46.170455399310406,99.32320070092273,7.425449203330535,4.373854239053404,0.22748431123723672,32.73437968782493,4.404198533457933,0.3118060430628421,1.0353767187854297,2.622210025011586,2.1780094093038267,2.343176117186386,2.3966102872281367,12.227996003179637,13.799047619706968,0.08247047370398884,0.522973261544604,14,0.05081120943952802,0.22750737463126844,3,0.08043574417108726,0.533535200590169,492.0,35,1522.6878989403433,0.4182012414746028,1.6402854096612811,25.824148282900232,26.381107249469984,60.992520954884036,13.197920791539945,15.898251192368841,183.59291682494654,2454.1030265893883,5.292567428401227,440.84095764152806
1032,627.2090022031763,14.589539103214927,149.47374682320358,7.707268715998934,11.224759251516279,0.13993816855337599,31.69593386376854,3.724330762663002,0.2833596153005403,3.913586284650497,2.650154329185743,2.332363037639698,2.2231976701093243,2.359843324574481,88.60480035354739,35.852767391960064,0.0554693470217851,0.8166368836067313,11,0.04476401179941003,0.13997050147492626,8,0.05539843732092683,0.7529503829313748,255.0,17,780.9154625863531,0.4344721002216714,2.4604281144919216,16.322819655149356,18.686797154423534,32.9363035587535,8.745827749057145,14.963059945758907,294.7724308371362,2653.5228819379786,5.147161163579421,769.0734555197162
1033,609.848344495822,40.75670538010232,138.09926234618302,7.005421957156707,10.440248360797593,0.27145953883814333,79.43680332746517,4.321118300894458,0.19319070751652972,1.84937151375046,2.654207993561531,2.3873310182019662,2.290633811036754,2.4401072468874747,10.999631466717315,44.885177636927615,0.03907923104752073,0.5859609617990005,6,0.025221238938053097,0.27146017699115044,2,0.03951231172144043,0.5927371359038303,67.0,5,615.276700487794,0.4173151049087709,5.740998933814484,4.044036685418307,10.540324556418641,7.569397566060481,4.765355579569401,21.509398672028432,201.79675711457529,1798.0423358859284,5.970821321441846,491.62138438967486
1034,663.0914690629438,12.960071736262105,11.636416097965324,9.365794462872854,15.342101222018098,0.08522881004498077,34.55039426988641,2.3485103932417815,0.22322825811508795,3.7147644019262125,2.6907907323831277,2.577061306559123,2.345641568541742,2.496669868801312,12.616313939965266,137.8278555026996,0.04906773377308206,0.8964881090817719,20,0.04579646017699115,0.08525073746312685,4,0.04892614083355039,0.8343051476913375,122.0,11,230.82659230141607,0.3289436866178037,0.8201427048306406,17.265347814616348,17.265347814616348,81.89110258214932,7.729316063560203,13.092677452539045,944.8335833138383,3916.6901308926003,6.376044478935523,816.1313476943585
1035,431.961666557231,18.43750289409079,118.40945771628827,9.547608314802389,9.848023536995914,0.05127864110551715,122.26660899212655,7.3285782467024845,0.2798331399185052,1.9332101046899655,2.675993422521966,2.257770927843696,2.3293053227805385,2.414914940734564,11.000051434100868,334.4968163574763,0.06437534251138571,0.9996368906124099,11,0.023451327433628318,0.05132743362831858,4,0.06390277753936939,0.9541649866998239,263.0,23,1728.1290218852869,0.380383609050011,2.4604281144919216,16.337183595362234,20.685725753094957,52.937701479778035,9.563333837860968,13.092677452539045,1028.5634523151277,2832.1370207385203,5.379064343129519,934.1712594173448
1036,422.92035070744686,36.29279837450065,74.50258955304761,2.3298621311727086,5.586784212678097,0.14285668648768074,35.90223855378171,11.971077722216975,0.26368833869943936,4.961765219243313,2.6541672305649118,2.3627400994557317,2.5396736185937963,2.537316384635379,11.080457846760059,9.299604568742986,0.04268837448817962,0.5227199280069611,1,0.0017699115044247787,0.14284660766961652,1,0.0417453908549648,0.5404487125354206,71.0,5,672.3343239588439,0.23150906655785253,2.4604281144919216,12.066874693621921,19.12796060298389,40.527509332654034,7.342499900120856,16.83344243897877,156.3870495744166,1834.3666787829384,6.126685317878032,570.7152169976255
1037,432.81669798511,16.444583974317222,91.35460813542007,5.637642237346025,10.848763668341649,0.23895237895034083,127.56218004417401,12.721116694314796,0.17366404178249611,2.2736704337236042,2.6436601726177584,2.5096371474043244,2.659262787625278,2.429120365793605,26.323612830119565,4.591439622300966,0.08370151701322823,0.8763835475200499,4,0.0029498525073746312,0.23893805309734514,2,0.08429421552082864,0.8243545239277605,413.0,12,627.9447026458874,0.4639849705565342,2.4604281144919216,26.098847830725962,31.137318496380544,43.55602049838107,12.618786479970886,27.120546151688018,393.2666538984716,3169.013683245628,5.641895835477563,872.8537328065038
1038,434.36476425882495,11.718264968329768,59.05924039870419,5.05780692691181,10.473178073837145,0.20573139758226122,100.29809154644018,14.103437963708334,0.317113094764345,1.7471142169709526,2.6590027049890694,2.3030470177605067,2.2734561262948834,2.4682240064771825,16.647775158326425,2.518608921132806,0.07004162432325353,0.8967420714017648,8,0.03488200589970501,0.20575221238938052,3,0.06808194437192051,0.8546400153225694,1074.0,77,4640.921531675497,0.3604452538438805,4.1007135241532024,15.201996804174936,27.149448394596604,15.054455784347004,11.238872878105147,24.314972411858225,415.77630415959584,2762.806126851129,4.708229383204319,828.9522994609521
1039,624.263011035972,21.67403290749644,83.08416263560933,8.094725041102913,12.877918333165393,0.27141510254390894,87.91132606423882,9.937437627325327,0.2878078866297339,2.974066107481912,2.633208365983543,2.41026803333502,2.26779854632782,2.579734613432017,39.51943377362691,6.967774358021905,0.04722890856705106,0.5689000098486293,11,0.05191740412979351,0.27146017699115044,6,0.045888461206705186,0.5613005259768633,1604.0,100,8652.534400485709,0.22514912951938015,3.2805708193225622,10.016026322432918,15.956757139761287,31.766031428492358,7.397838730519687,12.157486205929112,337.66061594408757,1876.6069630540883,5.170882945826411,537.0377276021107
