DRILLHOLE_NO,DH_NAME,lon_dd,lat_dd,drill_date,OPERATOR_NAME,in_regional_window,dist_od_km,LOGGING_ORGANISATION,logging_date,logged_before_t0,DEPTH_FROM_M,DEPTH_TO_M,GIS_CODE,STRAT_UNIT_NAME,age_class,is_pre_adelaidean,is_pandurra,is_crystalline_basement,MAJOR_LITHOLOGY,MINOR_LITHOLOGY,DESCRIPTION,facies_class,reduced_words,reductant_words,oxidised_words
145404,ED (ED 2 W) 2,138.4785954,-32.5354744,1972-05-01,Utah Development Co.,False,277.5,Mines & Energy SA,1998-02-25,False,0.0,305.1,N-xb,Burra Group,Adelaidean,False,False,False,Siltstone,Sandstone,"Siltstone & sandstone, interbedded, variable grain size, minor chert & grit, carbonaceous in part towards bottom, dolomitic & mineralised 160-238.pyrite, native Cu, Cu sulphides.",reduced,carbonaceous; pyrite; sulphides,carbonaceous; pyrite; sulphides,
145405,ED 3,138.4775864,-32.5345444,1972-04-15,Utah Development Co.,False,277.4,Mines & Energy SA,1998-02-25,False,0.0,91.44,------nd,no description,post-Cambrian cover,False,False,False,,,Pre-collar not described.,none,,,
145405,ED 3,138.4775864,-32.5345444,1972-04-15,Utah Development Co.,False,277.4,Mines & Energy SA,1998-02-25,False,91.44,487.68,N-xb,Burra Group,Adelaidean,False,False,False,Siltstone,Sandstone,"Siltstone & sandstone, interbedded, some c;laystone, shale, dolomite, calcareous beds & cherty bands, scattered vain quartz & sulphide mineralisation.",reduced,sulphide,sulphide,
147447,PACMINEX EX 1,137.4395406,-32.0433804,1973-10-01,Mount Gunson Mines Pty Ltd.,False,185.8,Mines & Energy SA,1995-03-13,False,0.0,7.5,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Clay (Undiff. Origin),"Sand, red clay & calcrete",oxidised,,,red
147447,PACMINEX EX 1,137.4395406,-32.0433804,1973-10-01,Mount Gunson Mines Pty Ltd.,False,185.8,Mines & Energy SA,1995-03-13,False,7.5,9.0,ap----si,Tertiary silcrete,post-Cambrian cover,False,False,False,Silcrete,,Silcrete/silicified sand,none,,,
147447,PACMINEX EX 1,137.4395406,-32.0433804,1973-10-01,Mount Gunson Mines Pty Ltd.,False,185.8,Mines & Energy SA,1995-03-13,False,9.0,36.0,N-hueh,Whyalla Sandstone,Adelaidean,False,False,False,Sandstone,,"Sandstone, 4.5 - 9 m silicified",none,,,
147447,PACMINEX EX 1,137.4395406,-32.0433804,1973-10-01,Mount Gunson Mines Pty Ltd.,False,185.8,Mines & Energy SA,1995-03-13,False,36.0,60.0,N-hu----02,Umberatana Group unit 2,Adelaidean,False,False,False,Sandstone,,"Sandstone, calcareous matrix",none,,,
147447,PACMINEX EX 1,137.4395406,-32.0433804,1973-10-01,Mount Gunson Mines Pty Ltd.,False,185.8,Mines & Energy SA,1995-03-13,False,60.0,91.4,N-hunt,Tapley Hill Formation,Adelaidean,False,False,False,Shale,,"Grey-blue calcareous shale 60-66m, grey-white weakly calcareous sandstone 66-69m, black carbonaceous calcareous shale 69-91.4m",reduced,black; carbonaceous; grey,carbonaceous,
147448,PACMINEX EX 5,137.1637206,-32.1199104,1973-10-03,Mount Gunson Mines Pty Ltd.,False,188.5,Mines & Energy SA,1995-03-13,False,0.0,6.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Clay (Undiff. Origin),"Sand & clay to 3m, then gravel & clay",none,,,
147448,PACMINEX EX 5,137.1637206,-32.1199104,1973-10-03,Mount Gunson Mines Pty Ltd.,False,188.5,Mines & Energy SA,1995-03-13,False,6.0,23.0,N-hueh,Whyalla Sandstone,Adelaidean,False,False,False,Sandstone,,Multicoloured friable sandstone with rounded quartz grains,none,,,
147448,PACMINEX EX 5,137.1637206,-32.1199104,1973-10-03,Mount Gunson Mines Pty Ltd.,False,188.5,Mines & Energy SA,1995-03-13,False,23.0,24.0,------fe,ferruginisation,post-Cambrian cover,False,False,False,Ferricrete,,Ferricrete,none,,,
147448,PACMINEX EX 5,137.1637206,-32.1199104,1973-10-03,Mount Gunson Mines Pty Ltd.,False,188.5,Mines & Energy SA,1995-03-13,False,24.0,27.0,------we,weathering/weathered rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),,"Yellow mud, origin uncertain",none,,,
147448,PACMINEX EX 5,137.1637206,-32.1199104,1973-10-03,Mount Gunson Mines Pty Ltd.,False,188.5,Mines & Energy SA,1995-03-13,False,27.0,33.0,M----p,Pandurra Formation,Mesoproterozoic,True,True,False,Quartzite,,"Hard red quartzite, top 3m weathered",oxidised,,,red
147449,PACMINEX EX 3A,137.2139296,-32.0135234,1973-10-03,Mount Gunson Mines Pty Ltd.,False,177.6,Mines & Energy SA,1995-03-13,False,0.0,6.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Clay (Undiff. Origin),"Sand, red clay, calcrete",oxidised,,,red
147449,PACMINEX EX 3A,137.2139296,-32.0135234,1973-10-03,Mount Gunson Mines Pty Ltd.,False,177.6,Mines & Energy SA,1995-03-13,False,6.0,42.4,N-hueh,Whyalla Sandstone,Adelaidean,False,False,False,Sandstone,,"Sandstone, clay-rich 15-24m with pink lithic grains, coarser rounded grains 30-42m",none,,,
147449,PACMINEX EX 3A,137.2139296,-32.0135234,1973-10-03,Mount Gunson Mines Pty Ltd.,False,177.6,Mines & Energy SA,1995-03-13,False,42.4,42.5,M----p,Pandurra Formation,Mesoproterozoic,True,True,False,Quartzite,,"Hard red quartzite with liesegang bands, minor pyrite",mixed,pyrite,pyrite,red
147450,PACMINEX EX 8,137.4118816,-32.1190314,1973-10-05,Mount Gunson Mines Pty Ltd.,False,193.1,Mines & Energy SA,1995-03-13,False,0.0,3.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Soil,Sand & soil,none,,,
147450,PACMINEX EX 8,137.4118816,-32.1190314,1973-10-05,Mount Gunson Mines Pty Ltd.,False,193.1,Mines & Energy SA,1995-03-13,False,3.0,9.0,N-hueh,Whyalla Sandstone,Adelaidean,False,False,False,Sandstone,,"Pink sandstone with rounded lithic grains, partly silicified",none,,,
147450,PACMINEX EX 8,137.4118816,-32.1190314,1973-10-05,Mount Gunson Mines Pty Ltd.,False,193.1,Mines & Energy SA,1995-03-13,False,9.0,24.0,N-hu----02,Umberatana Group unit 2,Adelaidean,False,False,False,Clay (Undiff. Origin),,green and kahki clay,reduced,green,,
147450,PACMINEX EX 8,137.4118816,-32.1190314,1973-10-05,Mount Gunson Mines Pty Ltd.,False,193.1,Mines & Energy SA,1995-03-13,False,24.0,89.0,N-hunt,Tapley Hill Formation,Adelaidean,False,False,False,Shale,Clay (Undiff. Origin),Black calcareous carbonaceous shale,reduced,black; carbonaceous,carbonaceous,
147451,PACMINEX EX 4,137.1390836,-32.0405104,1973-10-03,Mount Gunson Mines Pty Ltd.,False,179.5,Mines & Energy SA,1995-03-13,False,0.0,3.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Clay (Undiff. Origin),"Sand, clay, calcrete",none,,,
147451,PACMINEX EX 4,137.1390836,-32.0405104,1973-10-03,Mount Gunson Mines Pty Ltd.,False,179.5,Mines & Energy SA,1995-03-13,False,3.0,9.0,N-hueh,Whyalla Sandstone,Adelaidean,False,False,False,Sandstone,,"Logged as """"Whyalla Sandstone""""; not described",none,,,
147451,PACMINEX EX 4,137.1390836,-32.0405104,1973-10-03,Mount Gunson Mines Pty Ltd.,False,179.5,Mines & Energy SA,1995-03-13,False,9.0,24.0,M----p,Pandurra Formation,Mesoproterozoic,True,True,False,Quartzite,Regolith,Hard red quartzite; weathered to regolith 9-12m,oxidised,,,red
147452,PACMINEX EX 9,137.4928926,-32.1832934,1973-10-05,Mount Gunson Mines Pty Ltd.,False,202.1,Mines & Energy SA,1995-03-13,False,0.0,6.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Calcrete,"Sand, calcrete, soil",none,,,
147452,PACMINEX EX 9,137.4928926,-32.1832934,1973-10-05,Mount Gunson Mines Pty Ltd.,False,202.1,Mines & Energy SA,1995-03-13,False,6.0,37.0,N-hueh,Whyalla Sandstone,Adelaidean,False,False,False,Sandstone,,"Fawn-greenish sandstone, clayey in part, lower part silicified",reduced,greenish,,
147452,PACMINEX EX 9,137.4928926,-32.1832934,1973-10-05,Mount Gunson Mines Pty Ltd.,False,202.1,Mines & Energy SA,1995-03-13,False,37.0,49.0,N-hu----02,Umberatana Group unit 2,Adelaidean,False,False,False,Clay (Undiff. Origin),,"violet, green and kahki clay",reduced,green,,
147452,PACMINEX EX 9,137.4928926,-32.1832934,1973-10-05,Mount Gunson Mines Pty Ltd.,False,202.1,Mines & Energy SA,1995-03-13,False,49.0,70.1,N-hunt,Tapley Hill Formation,Adelaidean,False,False,False,Shale,Clay (Undiff. Origin),Black dolomitic shale,reduced,black,,
147453,PACMINEX EX 10,137.3268446,-32.2004374,1973-10-07,Mount Gunson Mines Pty Ltd.,False,200.1,Mines & Energy SA,1995-03-13,False,0.0,7.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Clay (Undiff. Origin),Sand & red clay,oxidised,,,red
147453,PACMINEX EX 10,137.3268446,-32.2004374,1973-10-07,Mount Gunson Mines Pty Ltd.,False,200.1,Mines & Energy SA,1995-03-13,False,7.0,15.0,ap----si,Tertiary silcrete,post-Cambrian cover,False,False,False,Silcrete,,Silcrete,none,,,
147453,PACMINEX EX 10,137.3268446,-32.2004374,1973-10-07,Mount Gunson Mines Pty Ltd.,False,200.1,Mines & Energy SA,1995-03-13,False,15.0,34.0,N-hu----02,Umberatana Group unit 2,Adelaidean,False,False,False,Clay (Undiff. Origin),,"White, pale green, buff and pink clay",mixed,green,,buff
147453,PACMINEX EX 10,137.3268446,-32.2004374,1973-10-07,Mount Gunson Mines Pty Ltd.,False,200.1,Mines & Energy SA,1995-03-13,False,34.0,55.0,N-hu----02,Umberatana Group unit 2,Adelaidean,False,False,False,Siltstone,,Grey siltstone & fine sandstone,reduced,grey,,
147453,PACMINEX EX 10,137.3268446,-32.2004374,1973-10-07,Mount Gunson Mines Pty Ltd.,False,200.1,Mines & Energy SA,1995-03-13,False,55.0,59.0,N-hunt,Tapley Hill Formation,Adelaidean,False,False,False,Limestone,Dolomite Rock,Massive grey dolomitic limestone,reduced,grey,,
147453,PACMINEX EX 10,137.3268446,-32.2004374,1973-10-07,Mount Gunson Mines Pty Ltd.,False,200.1,Mines & Energy SA,1995-03-13,False,59.0,61.0,M----p,Pandurra Formation,Mesoproterozoic,True,True,False,Quartzite,,Hard red quartzite with pyrite veins,mixed,pyrite,pyrite,red
147454,PACMINEX EX 13,137.2564156,-32.2346304,1973-10-09,Mount Gunson Mines Pty Ltd.,False,202.5,Mines & Energy SA,1995-03-13,False,0.0,9.0,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,Gravel,Silcrete,"Soil 0-3m, gravel 3-6m, silcrete 6-9m",none,,,
147454,PACMINEX EX 13,137.2564156,-32.2346304,1973-10-09,Mount Gunson Mines Pty Ltd.,False,202.5,Mines & Energy SA,1995-03-13,False,9.0,15.0,N-hueh,Whyalla Sandstone,Adelaidean,False,False,False,Sandstone,,Friable greyish sandstone,reduced,greyish,,
147454,PACMINEX EX 13,137.2564156,-32.2346304,1973-10-09,Mount Gunson Mines Pty Ltd.,False,202.5,Mines & Energy SA,1995-03-13,False,15.0,17.7,N-hu----02,Umberatana Group unit 2,Adelaidean,False,False,False,Clay (Undiff. Origin),,Greenish clay,reduced,greenish,,
147454,PACMINEX EX 13,137.2564156,-32.2346304,1973-10-09,Mount Gunson Mines Pty Ltd.,False,202.5,Mines & Energy SA,1995-03-13,False,17.7,19.8,M----p,Pandurra Formation,Mesoproterozoic,True,True,False,Quartzite,,Red quartzite,oxidised,,,red
147455,PACMINEX EX 14,137.2911156,-32.2727854,1973-10-09,Mount Gunson Mines Pty Ltd.,False,207.3,Mines & Energy SA,2007-03-30,False,0.0,9.0,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,Sand,Gravel,,none,,,
147456,PACMINEX EX 15,137.2970046,-32.2789914,1973-10-09,Mount Gunson Mines Pty Ltd.,False,208.0,Mines & Energy SA,1995-03-13,False,0.0,3.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Gravel,Clay (Undiff. Origin),"Gravel, clay & gypsum",none,,,
147456,PACMINEX EX 15,137.2970046,-32.2789914,1973-10-09,Mount Gunson Mines Pty Ltd.,False,208.0,Mines & Energy SA,1995-03-13,False,3.0,33.0,N-hu----02,Umberatana Group unit 2,Adelaidean,False,False,False,Sandstone,Siltstone,"Sandstone , siltstone, clay; silcrete band at 15m",none,,,
147456,PACMINEX EX 15,137.2970046,-32.2789914,1973-10-09,Mount Gunson Mines Pty Ltd.,False,208.0,Mines & Energy SA,1995-03-13,False,33.0,34.1,M----p,Pandurra Formation,Mesoproterozoic,True,True,False,Quartzite,,Very hard red quartzite,oxidised,,,red
147457,PACMINEX EX 16,137.3182956,-32.2605654,1973-10-10,Mount Gunson Mines Pty Ltd.,False,206.4,Mines & Energy SA,1995-03-13,False,0.0,3.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Clay (Undiff. Origin),Sand & clay,none,,,
147457,PACMINEX EX 16,137.3182956,-32.2605654,1973-10-10,Mount Gunson Mines Pty Ltd.,False,206.4,Mines & Energy SA,1995-03-13,False,3.0,34.0,N-hueh,Whyalla Sandstone,Adelaidean,False,False,False,Sandstone,,Friable sandstone with rounded quartz grains & pink lithic grains; top 3m silcreted,none,,,
147457,PACMINEX EX 16,137.3182956,-32.2605654,1973-10-10,Mount Gunson Mines Pty Ltd.,False,206.4,Mines & Energy SA,1995-03-13,False,34.0,64.0,N-hu----02,Umberatana Group unit 2,Adelaidean,False,False,False,Siltstone,,"Grey-green-broen-red calcareous siltstone: """"Yudnapinna Beds""""",mixed,green; grey,,red
147457,PACMINEX EX 16,137.3182956,-32.2605654,1973-10-10,Mount Gunson Mines Pty Ltd.,False,206.4,Mines & Energy SA,1995-03-13,False,64.0,68.0,M----p,Pandurra Formation,Mesoproterozoic,True,True,False,Quartzite,,Hard red quartzite,oxidised,,,red
147458,PACMINEX EX 17,137.3566126,-32.2687844,1973-10-10,Mount Gunson Mines Pty Ltd.,False,208.1,Mines & Energy SA,1995-03-13,False,0.0,3.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),,Clay,none,,,
147458,PACMINEX EX 17,137.3566126,-32.2687844,1973-10-10,Mount Gunson Mines Pty Ltd.,False,208.1,Mines & Energy SA,1995-03-13,False,3.0,9.0,N-hueh,Whyalla Sandstone,Adelaidean,False,False,False,Sandstone,,Silicified lithic sandstone,none,,,
147458,PACMINEX EX 17,137.3566126,-32.2687844,1973-10-10,Mount Gunson Mines Pty Ltd.,False,208.1,Mines & Energy SA,1995-03-13,False,9.0,18.0,N-hu----02,Umberatana Group unit 2,Adelaidean,False,False,False,Clay (Undiff. Origin),,Straw-colour and pale grey clay,reduced,grey,,
147458,PACMINEX EX 17,137.3566126,-32.2687844,1973-10-10,Mount Gunson Mines Pty Ltd.,False,208.1,Mines & Energy SA,1995-03-13,False,18.0,64.0,N-hu----02,Umberatana Group unit 2,Adelaidean,False,False,False,Siltstone,Sandstone,"Calcareous siltstone (""""Yudnapinna Beds"""") below sandstone & clay",none,,,
147458,PACMINEX EX 17,137.3566126,-32.2687844,1973-10-10,Mount Gunson Mines Pty Ltd.,False,208.1,Mines & Energy SA,1995-03-13,False,64.0,76.0,N-hunt,Tapley Hill Formation,Adelaidean,False,False,False,Shale,Dolomite Rock,Black dolomitic shale; pyritic dolomite layer at base,reduced,black; pyritic,pyritic,
147458,PACMINEX EX 17,137.3566126,-32.2687844,1973-10-10,Mount Gunson Mines Pty Ltd.,False,208.1,Mines & Energy SA,1995-03-13,False,76.0,79.2,M----p,Pandurra Formation,Mesoproterozoic,True,True,False,Quartzite,,Hard red pyritic quartzite,mixed,pyritic,pyritic,red
147459,PACMINEX EX 18,137.3851506,-32.2683374,1973-10-11,Mount Gunson Mines Pty Ltd.,False,208.6,Mines & Energy SA,1995-03-13,False,0.0,6.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,,Sand,none,,,
147459,PACMINEX EX 18,137.3851506,-32.2683374,1973-10-11,Mount Gunson Mines Pty Ltd.,False,208.6,Mines & Energy SA,1995-03-13,False,6.0,25.5,N-hu----02,Umberatana Group unit 2,Adelaidean,False,False,False,Siltstone,,Calcareous ?siltstone; clay at top,none,,,
147459,PACMINEX EX 18,137.3851506,-32.2683374,1973-10-11,Mount Gunson Mines Pty Ltd.,False,208.6,Mines & Energy SA,1995-03-13,False,25.5,71.6,N-hunt,Tapley Hill Formation,Adelaidean,False,False,False,Shale,Dolomite Rock,Black dolomitic shale; grey pyritic dolomite from 67m,reduced,black; grey; pyritic,pyritic,
147459,PACMINEX EX 18,137.3851506,-32.2683374,1973-10-11,Mount Gunson Mines Pty Ltd.,False,208.6,Mines & Energy SA,1995-03-13,False,71.6,74.7,M----p,Pandurra Formation,Mesoproterozoic,True,True,False,Quartzite,,Hard red pyritic quartzite,mixed,pyritic,pyritic,red
147460,PACMINEX EX 19,137.4264056,-32.2869394,1973-10-12,Mount Gunson Mines Pty Ltd.,False,211.6,Mines & Energy SA,1995-03-13,False,0.0,18.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Sand,"Red clay, sand & gravel",oxidised,,,red
147460,PACMINEX EX 19,137.4264056,-32.2869394,1973-10-12,Mount Gunson Mines Pty Ltd.,False,211.6,Mines & Energy SA,1995-03-13,False,18.0,30.0,N-hueh,Whyalla Sandstone,Adelaidean,False,False,False,Sandstone,Clay (Undiff. Origin),"Fine to medium grained sandstone, rounded quartz grains, minor clay last 3m",none,,,
147460,PACMINEX EX 19,137.4264056,-32.2869394,1973-10-12,Mount Gunson Mines Pty Ltd.,False,211.6,Mines & Energy SA,1995-03-13,False,30.0,49.0,N-hu----02,Umberatana Group unit 2,Adelaidean,False,False,False,Clay (Undiff. Origin),,"Green, yellow and grey sandy clay",reduced,green; grey,,
147460,PACMINEX EX 19,137.4264056,-32.2869394,1973-10-12,Mount Gunson Mines Pty Ltd.,False,211.6,Mines & Energy SA,1995-03-13,False,49.0,97.5,N-hunt,Tapley Hill Formation,Adelaidean,False,False,False,Shale,Dolomite Rock,Black dolomitic shale; grey dolomite 89.5-91m,reduced,black; grey,,
147461,PACMINEX EX 20,137.4736226,-32.2977474,1973-10-12,Mount Gunson Mines Pty Ltd.,False,213.8,Mines & Energy SA,1995-03-13,False,0.0,9.0,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,Sand,Clay (Undiff. Origin),"Sand, clay, gravel",none,,,
147461,PACMINEX EX 20,137.4736226,-32.2977474,1973-10-12,Mount Gunson Mines Pty Ltd.,False,213.8,Mines & Energy SA,1995-03-13,False,9.0,15.0,N-hwstt,Tregolana Shale Member,Adelaidean,False,False,False,,,Red and light green mudstone,mixed,green,,red
147461,PACMINEX EX 20,137.4736226,-32.2977474,1973-10-12,Mount Gunson Mines Pty Ltd.,False,213.8,Mines & Energy SA,1995-03-13,False,15.0,52.0,N-hueh,Whyalla Sandstone,Adelaidean,False,False,False,Sandstone,,"Medium to coarse sandstone with rounded quartz & pink lithic grains, clayey at base",none,,,
147461,PACMINEX EX 20,137.4736226,-32.2977474,1973-10-12,Mount Gunson Mines Pty Ltd.,False,213.8,Mines & Energy SA,1995-03-13,False,52.0,61.0,N-hu----02,Umberatana Group unit 2,Adelaidean,False,False,False,Siltstone,Sand,"Grey-green-brown calcareous siltstone, sandy in part",mixed,green; grey,,brown
147461,PACMINEX EX 20,137.4736226,-32.2977474,1973-10-12,Mount Gunson Mines Pty Ltd.,False,213.8,Mines & Energy SA,1995-03-13,False,61.0,96.0,N-hunt,Tapley Hill Formation,Adelaidean,False,False,False,Dolomite Rock,Shale,Hard grey dolomite with trace pyrite. Black dolomitic shale from 68.5 m,reduced,black; grey; pyrite,pyrite,
147462,PACMINEX EX 21,137.4050426,-32.3302764,1973-10-13,Mount Gunson Mines Pty Ltd.,False,215.8,Mines & Energy SA,1995-03-13,False,0.0,12.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Clay (Undiff. Origin),"Sand, red clay, gypsum",oxidised,,,red
147462,PACMINEX EX 21,137.4050426,-32.3302764,1973-10-13,Mount Gunson Mines Pty Ltd.,False,215.8,Mines & Energy SA,1995-03-13,False,12.0,34.0,N-hueh,Whyalla Sandstone,Adelaidean,False,False,False,Sandstone,,"Friable sandstone, rounded grains, pink lithics",none,,,
147462,PACMINEX EX 21,137.4050426,-32.3302764,1973-10-13,Mount Gunson Mines Pty Ltd.,False,215.8,Mines & Energy SA,1995-03-13,False,34.0,76.0,N-hu----02,Umberatana Group unit 2,Adelaidean,False,False,False,Siltstone,,"Grey-green-brown siltstone, calcareous in lower part",mixed,green; grey,,brown
147462,PACMINEX EX 21,137.4050426,-32.3302764,1973-10-13,Mount Gunson Mines Pty Ltd.,False,215.8,Mines & Energy SA,1995-03-13,False,76.0,97.5,N-hunt,Tapley Hill Formation,Adelaidean,False,False,False,Shale,Dolomite Rock,Black dolomitic shale,reduced,black,,
147463,PACMINEX EX 22,137.3597306,-32.3481734,1973-10-13,Mount Gunson Mines Pty Ltd.,False,216.8,Mines & Energy SA,1995-03-13,False,0.0,9.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Clay (Undiff. Origin),"Sand, clay, gravel, gypsum, silcrete",none,,,
147463,PACMINEX EX 22,137.3597306,-32.3481734,1973-10-13,Mount Gunson Mines Pty Ltd.,False,216.8,Mines & Energy SA,1995-03-13,False,9.0,51.8,N-hueh,Whyalla Sandstone,Adelaidean,False,False,False,Sandstone,,"Fine to coarse sandstone, rounded grains",none,,,
147464,PACMINEX EX 23,137.3579776,-32.3583994,1973-10-13,Mount Gunson Mines Pty Ltd.,False,217.8,Mines & Energy SA,1995-03-13,False,0.0,21.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Gravel,"Sand, gravel, clay",none,,,
147464,PACMINEX EX 23,137.3579776,-32.3583994,1973-10-13,Mount Gunson Mines Pty Ltd.,False,217.8,Mines & Energy SA,1995-03-13,False,21.0,42.7,N-hueh,Whyalla Sandstone,Adelaidean,False,False,False,Sandstone,,White fine sandstone with pink lithic grains,none,,,
147465,PACMINEX EX 24,137.3557996,-32.3768354,1973-10-14,Mount Gunson Mines Pty Ltd.,False,219.8,Mines & Energy SA,1995-03-13,False,0.0,7.5,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Silcrete,"Red clay, surface soil; silcrete 3-7.5m",oxidised,,,red
147465,PACMINEX EX 24,137.3557996,-32.3768354,1973-10-14,Mount Gunson Mines Pty Ltd.,False,219.8,Mines & Energy SA,1995-03-13,False,7.5,81.0,M----p,Pandurra Formation,Mesoproterozoic,True,True,False,Sandstone,,"White-pink-purple friable sandstone, well rounded grains in places",oxidised,,,purple
