DRILLHOLE_NO,LOG_NUMBER,LOGGING_ORGANISATION,QUALIFICATION,LOGGING_DATE,DEPTH_FROM_M,DEPTH_TO_M,MAJOR_LITHOLOGY_CODE,MAJOR_LITHOLOGY_CONF,MAJOR_LITHOLOGY,MINOR_LITHOLOGY_CODE,MINOR_LITHOLOGY_CONF,MINOR_LITHOLOGY,DESCRIPTION,SITE_NO,EASTING_GDA2020,NORTHING_GDA2020,ZONE_GDA2020,LONGITUDE_GDA2020,LATITUDE_GDA2020,LONGITUDE_GDA94,LATITUDE_GDA94,reduced_words,oxidised_words,reductant_words,facies_class,logging_date,logged_before_t0,DH_NAME,lon_dd,lat_dd,drill_date,OPERATOR_NAME,LITHO_LOG,in_regional_window,dist_od_km
3994,83149,,Geologist,16/04/1956,0.0,3.66,TRAV,,Travertine,,,,Buff travertine limestone,3418,435669.2,6380525.86,53,134.313585,-32.7111513,134.3135755,-32.7111371,,buff,,oxidised,1956-04-16,True,,134.313585,-32.7111513,1956-04-16,,Y,False,350.9
3994,83149,,Geologist,16/04/1956,3.66,12.19,TRAV,,Travertine,,,,Creamy white travertine limestone,3418,435669.2,6380525.86,53,134.313585,-32.7111513,134.3135755,-32.7111371,,,,none,1956-04-16,True,,134.313585,-32.7111513,1956-04-16,,Y,False,350.9
3995,83155,,Geologist,17/04/1956,0.0,6.1,TRAV,,Travertine,,,,Light buff travertine limestone,3419,436067.15,6380468.9,53,134.317827,-32.7116883,134.3178175,-32.7116741,,buff,,oxidised,1956-04-17,True,,134.317827,-32.7116883,1956-04-17,,Y,False,350.7
3995,83155,,Geologist,17/04/1956,6.1,12.8,CALC,,Calcrete,,,,Cream calcarenite,3419,436067.15,6380468.9,53,134.317827,-32.7116883,134.3178175,-32.7116741,,,,none,1956-04-17,True,,134.317827,-32.7116883,1956-04-17,,Y,False,350.7
3996,83158,,Geologist,18/04/1956,0.0,7.62,TRAV,,Travertine,,,,Pink travertine limestone,3420,435859.16,6380296.94,53,134.315596,-32.7132273,134.3155865,-32.7132131,,,,none,1956-04-18,True,,134.315596,-32.7132273,1956-04-18,,Y,False,350.9
3996,83158,,Geologist,18/04/1956,7.62,17.07,TRAV,,Travertine,,,,Buff dolomitic travertine limestone,3420,435859.16,6380296.94,53,134.315596,-32.7132273,134.3155865,-32.7132131,,buff,,oxidised,1956-04-18,True,,134.315596,-32.7132273,1956-04-18,,Y,False,350.9
3997,83171,,Geologist,20/04/1956,0.0,10.67,TRAV,,Travertine,,,,Pale pink travertine limestone,3421,435647.28,6379236.94,53,134.313262,-32.7227763,134.3132525,-32.7227621,,,,none,1956-04-20,True,,134.313262,-32.7227763,1956-04-20,,Y,False,351.8
3997,83171,,Geologist,20/04/1956,10.67,18.29,TRAV,,Travertine,,,,Pale pink dolomitic travertine limestone,3421,435647.28,6379236.94,53,134.313262,-32.7227763,134.3132525,-32.7227621,,,,none,1956-04-20,True,,134.313262,-32.7227763,1956-04-20,,Y,False,351.8
3997,83171,,Geologist,20/04/1956,18.29,28.04,TRAV,,Travertine,,,,Pale buff dolomitic travertine limestone,3421,435647.28,6379236.94,53,134.313262,-32.7227763,134.3132525,-32.7227621,,buff,,oxidised,1956-04-20,True,,134.313262,-32.7227763,1956-04-20,,Y,False,351.8
4000,83186,,Geologist,30/07/1953,0.0,1.75,LMST,,Limestone,,,,White limestone,3424,440977.21,6376870.99,53,134.369987,-32.7444163,134.3699775,-32.7444021,,,,none,1953-07-30,True,,134.369987,-32.7444163,1953-07-30,,Y,False,349.9
4005,83194,,Geologist,10/12/1963,0.0,3.05,SOIL,,Soil,,,,Brown well kunkarized soil,3429,439224.23,6380321.98,53,134.351502,-32.7131923,134.3514925,-32.7131781,,brown,,oxidised,1963-12-10,True,,134.351502,-32.7131923,1963-10-30,,Y,False,348.6
4005,83194,,Geologist,10/12/1963,3.05,6.1,CALC,,Calcrete,,,,White kunkar with somesand,3429,439224.23,6380321.98,53,134.351502,-32.7131923,134.3514925,-32.7131781,,,,none,1963-12-10,True,,134.351502,-32.7131923,1963-10-30,,Y,False,348.6
4005,83194,,Geologist,10/12/1963,6.1,7.92,SAND,,Sand,,,,Off-white coarse grained limesand,3429,439224.23,6380321.98,53,134.351502,-32.7131923,134.3514925,-32.7131781,,,,none,1963-12-10,True,,134.351502,-32.7131923,1963-10-30,,Y,False,348.6
4005,83194,,Geologist,10/12/1963,7.92,9.14,SAND,,Sand,,,,Buff coarse grained limesand,3429,439224.23,6380321.98,53,134.351502,-32.7131923,134.3514925,-32.7131781,,buff,,oxidised,1963-12-10,True,,134.351502,-32.7131923,1963-10-30,,Y,False,348.6
4005,83194,,Geologist,10/12/1963,9.14,12.19,SAND,,Sand,,,,Buff sandy  medium grained limesand,3429,439224.23,6380321.98,53,134.351502,-32.7131923,134.3514925,-32.7131781,,buff,,oxidised,1963-12-10,True,,134.351502,-32.7131923,1963-10-30,,Y,False,348.6
4005,83194,,Geologist,10/12/1963,12.19,17.98,SAND,,Sand,,,,Buff limesand with grit,3429,439224.23,6380321.98,53,134.351502,-32.7131923,134.3514925,-32.7131781,,buff,,oxidised,1963-12-10,True,,134.351502,-32.7131923,1963-10-30,,Y,False,348.6
4005,83194,,Geologist,10/12/1963,17.98,21.64,SAND,,Sand,,,,White sandy limesand - medium grained,3429,439224.23,6380321.98,53,134.351502,-32.7131923,134.3514925,-32.7131781,,,,none,1963-12-10,True,,134.351502,-32.7131923,1963-10-30,,Y,False,348.6
4008,83197,,Geologist,07/10/1955,0.0,3.66,LMST,,Limestone,,,,Dirty buff limestone,3432,443274.25,6377730.93,53,134.394557,-32.7367803,134.3945475,-32.7367661,,buff,,oxidised,1955-10-07,True,,134.394557,-32.7367803,1955-08-26,,Y,False,347.7
4008,83197,,Geologist,07/10/1955,3.66,8.23,LMST,,Limestone,,,,Light pink limestone,3432,443274.25,6377730.93,53,134.394557,-32.7367803,134.3945475,-32.7367661,,,,none,1955-10-07,True,,134.394557,-32.7367803,1955-08-26,,Y,False,347.7
4008,83197,,Geologist,07/10/1955,8.23,14.33,LMST,,Limestone,,,,Light pink sandy limestone,3432,443274.25,6377730.93,53,134.394557,-32.7367803,134.3945475,-32.7367661,,,,none,1955-10-07,True,,134.394557,-32.7367803,1955-08-26,,Y,False,347.7
4008,83197,,Geologist,07/10/1955,14.33,17.68,LMST,,Limestone,,,,Light creamy sandy and gravelly limestone,3432,443274.25,6377730.93,53,134.394557,-32.7367803,134.3945475,-32.7367661,,,,none,1955-10-07,True,,134.394557,-32.7367803,1955-08-26,,Y,False,347.7
4008,83197,,Geologist,07/10/1955,17.68,23.16,MARL,,Marl,,,,Light pink sandy marl,3432,443274.25,6377730.93,53,134.394557,-32.7367803,134.3945475,-32.7367661,,,,none,1955-10-07,True,,134.394557,-32.7367803,1955-08-26,,Y,False,347.7
4008,83197,,Geologist,07/10/1955,23.16,24.69,SAND,,Sand,GRVL,,Gravel,Pink marly fine to coarse sand and gravel,3432,443274.25,6377730.93,53,134.394557,-32.7367803,134.3945475,-32.7367661,,,,none,1955-10-07,True,,134.394557,-32.7367803,1955-08-26,,Y,False,347.7
4008,83197,,Geologist,07/10/1955,24.69,27.43,SAND,,Sand,GRVL,,Gravel,Light brownish red fine to coarse sand and gravel,3432,443274.25,6377730.93,53,134.394557,-32.7367803,134.3945475,-32.7367661,,brownish; red,,oxidised,1955-10-07,True,,134.394557,-32.7367803,1955-08-26,,Y,False,347.7
4008,83197,,Geologist,07/10/1955,27.43,28.35,SAND,,Sand,,,,Dirty white slightly micaceous and clayey fine to medium grained sand,3432,443274.25,6377730.93,53,134.394557,-32.7367803,134.3945475,-32.7367661,,,,none,1955-10-07,True,,134.394557,-32.7367803,1955-08-26,,Y,False,347.7
4008,83197,,Geologist,07/10/1955,28.35,33.53,SAND,,Sand,,,,Light buff slight micaceous fine sand,3432,443274.25,6377730.93,53,134.394557,-32.7367803,134.3945475,-32.7367661,,buff,,oxidised,1955-10-07,True,,134.394557,-32.7367803,1955-08-26,,Y,False,347.7
4008,83197,,Geologist,07/10/1955,33.53,35.05,SAND,,Sand,GRVL,,Gravel,Light cream slightly micaceous fine to coarse grained sand and gravel,3432,443274.25,6377730.93,53,134.394557,-32.7367803,134.3945475,-32.7367661,,,,none,1955-10-07,True,,134.394557,-32.7367803,1955-08-26,,Y,False,347.7
4010,83200,,Geologist,13/01/1953,0.0,29.87,UNKN,,Unknown,,,,Old well,3434,441273.2,6376503.91,53,134.373123,-32.7477433,134.3731135,-32.7477291,,,,none,1953-01-13,True,,134.373123,-32.7477433,1952-10-24,,Y,False,349.9
4010,83200,,Geologist,13/01/1953,29.87,42.67,SDST,,Sandstone,,,,Red brown medium fine sandstone,3434,441273.2,6376503.91,53,134.373123,-32.7477433,134.3731135,-32.7477291,,brown; red,,oxidised,1953-01-13,True,,134.373123,-32.7477433,1952-10-24,,Y,False,349.9
4010,83200,,Geologist,13/01/1953,42.67,48.77,CLYU,,Clay (Undiff. Origin),,,,Greenish white very gritty sandy clay,3434,441273.2,6376503.91,53,134.373123,-32.7477433,134.3731135,-32.7477291,greenish,,,reduced,1953-01-13,True,,134.373123,-32.7477433,1952-10-24,,Y,False,349.9
4010,83200,,Geologist,13/01/1953,48.77,53.04,SDST,,Sandstone,,,,Yellow grey clayey gritty sandstone,3434,441273.2,6376503.91,53,134.373123,-32.7477433,134.3731135,-32.7477291,grey,,,reduced,1953-01-13,True,,134.373123,-32.7477433,1952-10-24,,Y,False,349.9
4010,83200,,Geologist,13/01/1953,53.04,53.34,GRIT,,Grit,,,,Coarse grit composed of rounded and subangular quartz and pink felspar and ferruginous grits. Probably a basal grit overlying bedrock,3434,441273.2,6376503.91,53,134.373123,-32.7477433,134.3731135,-32.7477291,,ferruginous,,oxidised,1953-01-13,True,,134.373123,-32.7477433,1952-10-24,,Y,False,349.9
4011,47728,Mines & Energy SA,Geologist,20/01/1956,0.0,3.05,LMST,,Limestone,,,,Light pink travertine limestone,3435,446153.33,6384903.0,53,134.425699,-32.6722303,134.4256895,-32.6722161,,,,none,1956-01-20,True,,134.425699,-32.6722303,1955-09-05,,Y,False,340.5
4011,47728,Mines & Energy SA,Geologist,20/01/1956,3.05,11.58,,,,,,,SAMPLE LOST (drilller's log - sandy limestone),3435,446153.33,6384903.0,53,134.425699,-32.6722303,134.4256895,-32.6722161,,,,none,1956-01-20,True,,134.425699,-32.6722303,1955-09-05,,Y,False,340.5
4011,47728,Mines & Energy SA,Geologist,20/01/1956,11.58,17.68,LMST,,Limestone,,,,Creamy whte sandy limestone,3435,446153.33,6384903.0,53,134.425699,-32.6722303,134.4256895,-32.6722161,,,,none,1956-01-20,True,,134.425699,-32.6722303,1955-09-05,,Y,False,340.5
4011,47728,Mines & Energy SA,Geologist,20/01/1956,17.68,21.03,SILT,,Silt,SAND,,Sand,Brownish cream calcareous silt and fine to medium sand,3435,446153.33,6384903.0,53,134.425699,-32.6722303,134.4256895,-32.6722161,,brownish,,oxidised,1956-01-20,True,,134.425699,-32.6722303,1955-09-05,,Y,False,340.5
4011,47728,Mines & Energy SA,Geologist,20/01/1956,21.03,24.38,,,,,,,SAMPLE LOST (driller's log - brown sandy clay,3435,446153.33,6384903.0,53,134.425699,-32.6722303,134.4256895,-32.6722161,,brown,,oxidised,1956-01-20,True,,134.425699,-32.6722303,1955-09-05,,Y,False,340.5
4011,47728,Mines & Energy SA,Geologist,20/01/1956,24.38,27.43,SAND,,Sand,,,,Cream fine to medium well rounded sand with calcareous grit and gravel,3435,446153.33,6384903.0,53,134.425699,-32.6722303,134.4256895,-32.6722161,,,,none,1956-01-20,True,,134.425699,-32.6722303,1955-09-05,,Y,False,340.5
4011,47728,Mines & Energy SA,Geologist,20/01/1956,27.43,29.87,SAND,,Sand,SDST,,Sandstone,Yellowish cream fine to medium well rounded slightly ferruginous sand with sandstone grit and gravel,3435,446153.33,6384903.0,53,134.425699,-32.6722303,134.4256895,-32.6722161,,ferruginous,,oxidised,1956-01-20,True,,134.425699,-32.6722303,1955-09-05,,Y,False,340.5
4011,47728,Mines & Energy SA,Geologist,20/01/1956,29.87,33.22,SAND,,Sand,GRVL,,Gravel,Pale orange cream fine to coarse well rounded sand with sandstone gravel,3435,446153.33,6384903.0,53,134.425699,-32.6722303,134.4256895,-32.6722161,,,,none,1956-01-20,True,,134.425699,-32.6722303,1955-09-05,,Y,False,340.5
4013,47730,Mines & Energy SA,Geologist,18/02/1957,0.0,12.19,LMST,,Limestone,,,,Pale grey sandy limestone,3437,447386.21,6381539.9,53,134.438658,-32.7026263,134.4386485,-32.7026121,grey,,,reduced,1957-02-18,True,,134.438658,-32.7026263,1956-10-19,,Y,False,342.1
4013,47730,Mines & Energy SA,Geologist,18/02/1957,12.19,14.63,LMST,,Limestone,MARL,,Marl,Pale grey sandy limestone and marl,3437,447386.21,6381539.9,53,134.438658,-32.7026263,134.4386485,-32.7026121,grey,,,reduced,1957-02-18,True,,134.438658,-32.7026263,1956-10-19,,Y,False,342.1
4013,47730,Mines & Energy SA,Geologist,18/02/1957,14.63,18.29,SDST,,Sandstone,,,,"Buff calcareous sandstone with limestone fragments, and pellets of ferruginous sandstone",3437,447386.21,6381539.9,53,134.438658,-32.7026263,134.4386485,-32.7026121,,buff; ferruginous,,oxidised,1957-02-18,True,,134.438658,-32.7026263,1956-10-19,,Y,False,342.1
4013,47730,Mines & Energy SA,Geologist,18/02/1957,18.29,22.86,SDST,,Sandstone,,,,Light tan calcareous sandstone,3437,447386.21,6381539.9,53,134.438658,-32.7026263,134.4386485,-32.7026121,,,,none,1957-02-18,True,,134.438658,-32.7026263,1956-10-19,,Y,False,342.1
4013,47730,Mines & Energy SA,Geologist,18/02/1957,22.86,28.96,CLYU,,Clay (Undiff. Origin),SILT,,Silt,"Light grey clay, silt and sand",3437,447386.21,6381539.9,53,134.438658,-32.7026263,134.4386485,-32.7026121,grey,,,reduced,1957-02-18,True,,134.438658,-32.7026263,1956-10-19,,Y,False,342.1
4013,47730,Mines & Energy SA,Geologist,18/02/1957,28.96,36.58,SILT,,Silt,SAND,,Sand,Light greyish brown silt and sand with some grit,3437,447386.21,6381539.9,53,134.438658,-32.7026263,134.4386485,-32.7026121,greyish,brown,,mixed,1957-02-18,True,,134.438658,-32.7026263,1956-10-19,,Y,False,342.1
4013,47730,Mines & Energy SA,Geologist,18/02/1957,36.58,39.62,SAND,,Sand,,,,Pinkish cream fine sand and subangular quartz grit,3437,447386.21,6381539.9,53,134.438658,-32.7026263,134.4386485,-32.7026121,,,,none,1957-02-18,True,,134.438658,-32.7026263,1956-10-19,,Y,False,342.1
4014,83204,,Geologist,25/10/1956,0.0,6.1,LMST,,Limestone,,,,Light grey brown sandy limestone,3438,446875.29,6383378.9,53,134.433312,-32.6860133,134.4333025,-32.6859991,grey,brown,,mixed,1956-10-25,True,,134.433312,-32.6860133,1956-10-25,,Y,False,341.1
4014,83204,,Geologist,25/10/1956,6.1,9.75,LMST,,Limestone,,,,Pale creamy grey sandy limestone,3438,446875.29,6383378.9,53,134.433312,-32.6860133,134.4333025,-32.6859991,grey,,,reduced,1956-10-25,True,,134.433312,-32.6860133,1956-10-25,,Y,False,341.1
4014,83204,,Geologist,25/10/1956,9.75,12.19,LMST,,Limestone,,,,Cream and tan sandy limestone,3438,446875.29,6383378.9,53,134.433312,-32.6860133,134.4333025,-32.6859991,,,,none,1956-10-25,True,,134.433312,-32.6860133,1956-10-25,,Y,False,341.1
4014,83204,,Geologist,25/10/1956,12.19,14.63,SDST,,Sandstone,,,,Brownish yellow calcareous silty sandstone,3438,446875.29,6383378.9,53,134.433312,-32.6860133,134.4333025,-32.6859991,,brownish,,oxidised,1956-10-25,True,,134.433312,-32.6860133,1956-10-25,,Y,False,341.1
4014,83204,,Geologist,25/10/1956,14.63,17.68,SDST,,Sandstone,,,,Light creamy brown calcareous silty sandstone,3438,446875.29,6383378.9,53,134.433312,-32.6860133,134.4333025,-32.6859991,,brown,,oxidised,1956-10-25,True,,134.433312,-32.6860133,1956-10-25,,Y,False,341.1
4014,83204,,Geologist,25/10/1956,17.68,21.95,SDST,,Sandstone,,,,Ochreous calcareous sandstone with hard ferruginous sandstone pellets,3438,446875.29,6383378.9,53,134.433312,-32.6860133,134.4333025,-32.6859991,,ferruginous; ochreous,,oxidised,1956-10-25,True,,134.433312,-32.6860133,1956-10-25,,Y,False,341.1
4014,83204,,Geologist,25/10/1956,21.95,24.38,SAND,,Sand,,,,Brownish cream silty fine sand,3438,446875.29,6383378.9,53,134.433312,-32.6860133,134.4333025,-32.6859991,,brownish,,oxidised,1956-10-25,True,,134.433312,-32.6860133,1956-10-25,,Y,False,341.1
4014,83204,,Geologist,25/10/1956,24.38,29.87,SAND,,Sand,,,,Pale grey fine sand,3438,446875.29,6383378.9,53,134.433312,-32.6860133,134.4333025,-32.6859991,grey,,,reduced,1956-10-25,True,,134.433312,-32.6860133,1956-10-25,,Y,False,341.1
4016,83207,,Geologist,19/02/1957,0.0,10.67,LMST,,Limestone,,,,Pale pinkish grey limestone,3440,446949.25,6383485.94,53,134.434107,-32.6850513,134.4340975,-32.6850371,grey,,,reduced,1957-02-19,True,,134.434107,-32.6850513,1956-10-09,,Y,False,341.0
4016,83207,,Geologist,19/02/1957,10.67,18.9,LMST,,Limestone,,,,Pale pinkish cream limestone,3440,446949.25,6383485.94,53,134.434107,-32.6850513,134.4340975,-32.6850371,,,,none,1957-02-19,True,,134.434107,-32.6850513,1956-10-09,,Y,False,341.0
4016,83207,,Geologist,19/02/1957,18.9,27.43,SDST,,Sandstone,,,,Cream soft calcareous silty sandstone,3440,446949.25,6383485.94,53,134.434107,-32.6850513,134.4340975,-32.6850371,,,,none,1957-02-19,True,,134.434107,-32.6850513,1956-10-09,,Y,False,341.0
4016,83207,,Geologist,19/02/1957,27.43,33.53,SILT,,Silt,SAND,,Sand,"Buff calcareous silt, calcareous sand with ferruginous grit",3440,446949.25,6383485.94,53,134.434107,-32.6850513,134.4340975,-32.6850371,,buff; ferruginous,,oxidised,1957-02-19,True,,134.434107,-32.6850513,1956-10-09,,Y,False,341.0
4016,83207,,Geologist,19/02/1957,33.53,39.62,,,,,,,"No sample - Driller's report: """"Brown snad and small gravel""""",3440,446949.25,6383485.94,53,134.434107,-32.6850513,134.4340975,-32.6850371,,brown,,oxidised,1957-02-19,True,,134.434107,-32.6850513,1956-10-09,,Y,False,341.0
4019,83225,,Geologist,08/07/1963,0.0,0.61,SOIL,,Soil,,,,Dark brown clayey soil,3443,446289.29,6376856.93,53,134.426685,-32.7448153,134.4266755,-32.7448011,dark,brown,,mixed,1963-07-08,True,,134.426685,-32.7448153,1963-04-30,,Y,False,346.3
4019,83225,,Geologist,08/07/1963,0.61,6.4,LMST,,Limestone,,,,Light red-brown limestone,3443,446289.29,6376856.93,53,134.426685,-32.7448153,134.4266755,-32.7448011,,brown; red,,oxidised,1963-07-08,True,,134.426685,-32.7448153,1963-04-30,,Y,False,346.3
4019,83225,,Geologist,08/07/1963,6.4,15.24,SAND,,Sand,,,,Reddish yellow slightly quartzitic lime sand consolidated in part,3443,446289.29,6376856.93,53,134.426685,-32.7448153,134.4266755,-32.7448011,,reddish,,oxidised,1963-07-08,True,,134.426685,-32.7448153,1963-04-30,,Y,False,346.3
4019,83225,,Geologist,08/07/1963,15.24,16.76,SAND,,Sand,,,,Yellow-brown very clayey lime and quartz sand,3443,446289.29,6376856.93,53,134.426685,-32.7448153,134.4266755,-32.7448011,,brown,,oxidised,1963-07-08,True,,134.426685,-32.7448153,1963-04-30,,Y,False,346.3
4019,83225,,Geologist,08/07/1963,16.76,18.29,CLYU,,Clay (Undiff. Origin),,,,Red-brown very sandy calcareous clay,3443,446289.29,6376856.93,53,134.426685,-32.7448153,134.4266755,-32.7448011,,brown; red,,oxidised,1963-07-08,True,,134.426685,-32.7448153,1963-04-30,,Y,False,346.3
4019,83225,,Geologist,08/07/1963,18.29,24.38,SAND,,Sand,,,,Red brown slightly calcareous fine to medium sand becoming paler with depth,3443,446289.29,6376856.93,53,134.426685,-32.7448153,134.4266755,-32.7448011,,brown; red,,oxidised,1963-07-08,True,,134.426685,-32.7448153,1963-04-30,,Y,False,346.3
4019,83225,,Geologist,08/07/1963,24.38,25.3,SAND,,Sand,,,,Reddish yellow very clayey fine to medium sand,3443,446289.29,6376856.93,53,134.426685,-32.7448153,134.4266755,-32.7448011,,reddish,,oxidised,1963-07-08,True,,134.426685,-32.7448153,1963-04-30,,Y,False,346.3
4019,83225,,Geologist,08/07/1963,25.3,26.21,SAND,,Sand,SHLE,,Shale,"Yellow-brown fine to medium sand, abundant pieces very ferruginous shale (soft)",3443,446289.29,6376856.93,53,134.426685,-32.7448153,134.4266755,-32.7448011,,brown; ferruginous,,oxidised,1963-07-08,True,,134.426685,-32.7448153,1963-04-30,,Y,False,346.3
4021,83228,,Geologist,14/02/1957,0.0,7.62,LMST,,Limestone,,,,Pinkish cream limestone,3445,448919.24,6381186.94,53,134.454994,-32.7058823,134.4549845,-32.7058681,,,,none,1957-02-14,True,,134.454994,-32.7058823,1956-08-14,,Y,False,341.3
4021,83228,,Geologist,14/02/1957,7.62,10.67,LMST,,Limestone,,,,Pale pinkish cream limestone,3445,448919.24,6381186.94,53,134.454994,-32.7058823,134.4549845,-32.7058681,,,,none,1957-02-14,True,,134.454994,-32.7058823,1956-08-14,,Y,False,341.3
4021,83228,,Geologist,14/02/1957,10.67,15.24,LMST,,Limestone,,,,Pinkish cream soft sandy limestone,3445,448919.24,6381186.94,53,134.454994,-32.7058823,134.4549845,-32.7058681,,,,none,1957-02-14,True,,134.454994,-32.7058823,1956-08-14,,Y,False,341.3
4021,83228,,Geologist,14/02/1957,15.24,21.95,SDST,,Sandstone,,,,Light brownish yellow calc. silty fine sandstone,3445,448919.24,6381186.94,53,134.454994,-32.7058823,134.4549845,-32.7058681,,brownish,,oxidised,1957-02-14,True,,134.454994,-32.7058823,1956-08-14,,Y,False,341.3
4021,83228,,Geologist,14/02/1957,21.95,28.96,SDST,,Sandstone,,,,Creamy brown calc. sandstone,3445,448919.24,6381186.94,53,134.454994,-32.7058823,134.4549845,-32.7058681,,brown,,oxidised,1957-02-14,True,,134.454994,-32.7058823,1956-08-14,,Y,False,341.3
4021,83228,,Geologist,14/02/1957,28.96,35.05,SDST,,Sandstone,,,,brownish yellow soft fine grained sandstone,3445,448919.24,6381186.94,53,134.454994,-32.7058823,134.4549845,-32.7058681,,brownish,,oxidised,1957-02-14,True,,134.454994,-32.7058823,1956-08-14,,Y,False,341.3
4022,83230,,Geologist,14/11/1963,0.0,0.61,MARL,,Marl,,,,Buff marl,3446,449779.34,6383013.96,53,134.464269,-32.6894413,134.4642595,-32.6894271,,buff,,oxidised,1963-11-14,True,,134.464269,-32.6894413,1963-08-27,,Y,False,339.4
4022,83230,,Geologist,14/11/1963,0.61,4.57,LMST,,Limestone,,,,Buff marly limestone,3446,449779.34,6383013.96,53,134.464269,-32.6894413,134.4642595,-32.6894271,,buff,,oxidised,1963-11-14,True,,134.464269,-32.6894413,1963-08-27,,Y,False,339.4
4022,83230,,Geologist,14/11/1963,4.57,12.19,LMST,,Limestone,,,,Pale brown clastic limestone,3446,449779.34,6383013.96,53,134.464269,-32.6894413,134.4642595,-32.6894271,,brown,,oxidised,1963-11-14,True,,134.464269,-32.6894413,1963-08-27,,Y,False,339.4
4022,83230,,Geologist,14/11/1963,12.19,18.29,SAND,,Sand,,,,Yellow fine limey sand,3446,449779.34,6383013.96,53,134.464269,-32.6894413,134.4642595,-32.6894271,,,,none,1963-11-14,True,,134.464269,-32.6894413,1963-08-27,,Y,False,339.4
4022,83230,,Geologist,14/11/1963,18.29,28.65,SAND,,Sand,,,,Pale yellow slightly clayey sand,3446,449779.34,6383013.96,53,134.464269,-32.6894413,134.4642595,-32.6894271,,,,none,1963-11-14,True,,134.464269,-32.6894413,1963-08-27,,Y,False,339.4
4022,83230,,Geologist,14/11/1963,28.65,32.92,SAND,,Sand,,,,Pale yellow-brown fine sand,3446,449779.34,6383013.96,53,134.464269,-32.6894413,134.4642595,-32.6894271,,brown,,oxidised,1963-11-14,True,,134.464269,-32.6894413,1963-08-27,,Y,False,339.4
4023,83231,,Geologist,14/11/1963,0.0,30.48,UNKN,,Unknown,,,,Old bore,3447,450570.29,6381521.88,53,134.472627,-32.7029363,134.4726175,-32.7029221,,,,none,1963-11-14,True,,134.472627,-32.7029363,1963-09-03,,Y,False,339.9
4023,83231,,Geologist,14/11/1963,30.48,34.75,SAND,,Sand,,,,Yellow fine sand,3447,450570.29,6381521.88,53,134.472627,-32.7029363,134.4726175,-32.7029221,,,,none,1963-11-14,True,,134.472627,-32.7029363,1963-09-03,,Y,False,339.9
4023,83231,,Geologist,14/11/1963,34.75,36.88,SAND,,Sand,,,,Yellow fine sand and grit,3447,450570.29,6381521.88,53,134.472627,-32.7029363,134.4726175,-32.7029221,,,,none,1963-11-14,True,,134.472627,-32.7029363,1963-09-03,,Y,False,339.9
4023,83231,,Geologist,14/11/1963,36.88,37.8,CLYU,,Clay (Undiff. Origin),SAND,,Sand,White clay with sand and grit,3447,450570.29,6381521.88,53,134.472627,-32.7029363,134.4726175,-32.7029221,,,,none,1963-11-14,True,,134.472627,-32.7029363,1963-09-03,,Y,False,339.9
4024,83234,,Geologist,18/11/1964,0.0,3.66,LMST,,Limestone,,,,"Limestone cream sandy, nodular grading to calcareous sandstone (aeolianite)",3448,451338.29,6381318.92,53,134.48081,-32.7048013,134.4808005,-32.7047871,,,,none,1964-11-18,True,,134.48081,-32.7048013,1964-07-17,South Australia. Department of Mines and Energy.,Y,False,339.6
4024,83234,,Geologist,18/11/1964,3.66,9.75,SAND,,Sand,LMST,,Limestone,Cream aeolianite with dense sandy nodular limestone,3448,451338.29,6381318.92,53,134.48081,-32.7048013,134.4808005,-32.7047871,,,,none,1964-11-18,True,,134.48081,-32.7048013,1964-07-17,South Australia. Department of Mines and Energy.,Y,False,339.6
4024,83234,,Geologist,18/11/1964,9.75,14.63,SAND,,Sand,,,,Aeolianite buff fine-medium grained,3448,451338.29,6381318.92,53,134.48081,-32.7048013,134.4808005,-32.7047871,,buff,,oxidised,1964-11-18,True,,134.48081,-32.7048013,1964-07-17,South Australia. Department of Mines and Energy.,Y,False,339.6
4024,83234,,Geologist,18/11/1964,14.63,18.29,SAND,,Sand,,,,Light brown slightly clayey fine grained aeolianite,3448,451338.29,6381318.92,53,134.48081,-32.7048013,134.4808005,-32.7047871,,brown,,oxidised,1964-11-18,True,,134.48081,-32.7048013,1964-07-17,South Australia. Department of Mines and Energy.,Y,False,339.6
4024,83234,,Geologist,18/11/1964,18.29,22.56,SAND,,Sand,,,,Aeolianite fine grained cream to light grey,3448,451338.29,6381318.92,53,134.48081,-32.7048013,134.4808005,-32.7047871,grey,,,reduced,1964-11-18,True,,134.48081,-32.7048013,1964-07-17,South Australia. Department of Mines and Energy.,Y,False,339.6
4024,83234,,Geologist,18/11/1964,22.56,26.21,SAND,,Sand,,,,"Silica sand white, fine grained with shell fragments",3448,451338.29,6381318.92,53,134.48081,-32.7048013,134.4808005,-32.7047871,,,,none,1964-11-18,True,,134.48081,-32.7048013,1964-07-17,South Australia. Department of Mines and Energy.,Y,False,339.6
4024,83234,,Geologist,18/11/1964,26.21,29.57,CLYU,,Clay (Undiff. Origin),,,,White gritty clay - bedrock derivative with dense fine grained sandstone boulders,3448,451338.29,6381318.92,53,134.48081,-32.7048013,134.4808005,-32.7047871,,,,none,1964-11-18,True,,134.48081,-32.7048013,1964-07-17,South Australia. Department of Mines and Energy.,Y,False,339.6
