reading,DRILLHOLE_NO,basement_top_m,basement_unit,contact_cover_unit,contact_cover_from_m,contact_cover_to_m,contact_facies_class,contact_reduced_words,contact_oxidised_words,contact_description,contact_logging_date,contact_logged_before_t0,DH_NAME,lon_dd,lat_dd,drill_date,OPERATOR_NAME,LITHO_LOG,in_regional_window,dist_od_km
pandurra_as_basement,140333,39.5,Pandurra Formation,Backy Point Formation,28.0,39.5,none,,,Gravel & sand in clay matrix,1993-12-10,False,PACMINEX EX 83,137.4305955,-32.6764244,1974-03-16,Mount Gunson Mines Pty Ltd.,N,False,253.8
pandurra_as_basement,140334,3.0,Pandurra Formation,Quaternary rocks,0.0,3.0,none,,,Soil & silcrete,1993-12-10,False,PACMINEX EX 84,137.4252426,-32.6756244,1974-03-20,Mount Gunson Mines Pty Ltd.,N,False,253.7
pandurra_as_basement,140335,19.0,Pandurra Formation,Tapley Hill Formation,2.0,19.0,reduced,black; grey,,"Grey-black laminated shale, upper part weathered to clay",1993-12-10,False,PACMINEX EX 85,137.4194666,-32.6512994,1974-03-20,Mount Gunson Mines Pty Ltd.,N,False,250.9
pandurra_as_basement,140340,28.0,Gawler Range Volcanics,Backy Point Formation,20.0,28.0,none,,,Khaki clayey & gravelly sandstone,1993-12-10,False,PACMINEX EX 90,137.3917766,-32.5037604,1974-03-21,Mount Gunson Mines Pty Ltd.,N,False,234.3
pandurra_as_basement,140342,4.0,Gawler Range Volcanics,Quaternary rocks,0.0,4.0,none,,,Sand & gravel,1993-12-10,False,PACMINEX EX 92,137.3399346,-32.5032024,1974-03-22,Mount Gunson Mines Pty Ltd.,N,False,233.3
pandurra_as_basement,140851,61.57,Peake Metamorphics,Callanna Group,0.0,61.57,none,,,Very weathered basic over 2m of sediments,1994-03-04,False,URN 1,135.860457,-28.0954653,1974-01-01,Uranerz (Australia) Pty Ltd.,N,False,279.2
pandurra_as_basement,140852,0.0,Wirriecurrie Granite,,,,no cover interval logged,,,,,,URN 2,135.841727,-28.0427763,1974-01-01,Uranerz (Australia) Pty Ltd.,N,False,285.3
pandurra_as_basement,147448,27.0,Pandurra Formation,weathering/weathered rocks,24.0,27.0,none,,,"Yellow mud, origin uncertain",1995-03-13,False,PACMINEX EX 5,137.1637206,-32.1199104,1973-10-03,Mount Gunson Mines Pty Ltd.,N,False,188.5
pandurra_as_basement,147449,42.4,Pandurra Formation,Whyalla Sandstone,6.0,42.4,none,,,"Sandstone, clay-rich 15-24m with pink lithic grains, coarser rounded grains 30-42m",1995-03-13,False,PACMINEX EX 3A,137.2139296,-32.0135234,1973-10-03,Mount Gunson Mines Pty Ltd.,N,False,177.6
pandurra_as_basement,147451,9.0,Pandurra Formation,Whyalla Sandstone,3.0,9.0,none,,,"Logged as """"Whyalla Sandstone""""; not described",1995-03-13,False,PACMINEX EX 4,137.1390836,-32.0405104,1973-10-03,Mount Gunson Mines Pty Ltd.,N,False,179.5
pandurra_as_basement,147453,59.0,Pandurra Formation,Tapley Hill Formation,55.0,59.0,reduced,grey,,Massive grey dolomitic limestone,1995-03-13,False,PACMINEX EX 10,137.3268446,-32.2004374,1973-10-07,Mount Gunson Mines Pty Ltd.,N,False,200.1
pandurra_as_basement,147454,17.7,Pandurra Formation,Umberatana Group unit 2,15.0,17.7,reduced,greenish,,Greenish clay,1995-03-13,False,PACMINEX EX 13,137.2564156,-32.2346304,1973-10-09,Mount Gunson Mines Pty Ltd.,N,False,202.5
pandurra_as_basement,147456,33.0,Pandurra Formation,Umberatana Group unit 2,3.0,33.0,none,,,"Sandstone , siltstone, clay; silcrete band at 15m",1995-03-13,False,PACMINEX EX 15,137.2970046,-32.2789914,1973-10-09,Mount Gunson Mines Pty Ltd.,N,False,208.0
pandurra_as_basement,147457,64.0,Pandurra Formation,Umberatana Group unit 2,34.0,64.0,mixed,green; grey,red,"Grey-green-broen-red calcareous siltstone: """"Yudnapinna Beds""""",1995-03-13,False,PACMINEX EX 16,137.3182956,-32.2605654,1973-10-10,Mount Gunson Mines Pty Ltd.,N,False,206.4
pandurra_as_basement,147458,76.0,Pandurra Formation,Tapley Hill Formation,64.0,76.0,reduced,black; pyritic,,Black dolomitic shale; pyritic dolomite layer at base,1995-03-13,False,PACMINEX EX 17,137.3566126,-32.2687844,1973-10-10,Mount Gunson Mines Pty Ltd.,N,False,208.1
pandurra_as_basement,147459,71.6,Pandurra Formation,Tapley Hill Formation,25.5,71.6,reduced,black; grey; pyritic,,Black dolomitic shale; grey pyritic dolomite from 67m,1995-03-13,False,PACMINEX EX 18,137.3851506,-32.2683374,1973-10-11,Mount Gunson Mines Pty Ltd.,N,False,208.6
pandurra_as_basement,147465,7.5,Pandurra Formation,Tertiary-Pleistocene rocks,0.0,7.5,oxidised,,red,"Red clay, surface soil; silcrete 3-7.5m",1995-03-13,False,PACMINEX EX 24,137.3557996,-32.3768354,1973-10-14,Mount Gunson Mines Pty Ltd.,N,False,219.8
pandurra_as_basement,147466,87.5,Pandurra Formation,Tapley Hill Formation,49.0,87.5,reduced,black; grey; pyrite,,"Black dolomitic shale and hard grey dolomite rock, trace pyrite",1995-03-13,False,PACMINEX EX 25,137.3610956,-32.3148734,1973-10-14,Mount Gunson Mines Pty Ltd.,N,False,213.2
pandurra_as_basement,147467,12.0,Pandurra Formation,Tertiary-Pleistocene rocks,0.0,12.0,none,,,"Clay, gravel, surface soil",1995-03-13,False,PACMINEX EX 26,137.3325856,-32.3211744,1973-10-15,Mount Gunson Mines Pty Ltd.,N,False,213.3
pandurra_as_basement,147468,4.0,Pandurra Formation,Quaternary rocks,0.0,4.0,none,,,"Gravel, clay",1995-03-13,False,PACMINEX EX 27,137.3257186,-32.3226554,1973-10-15,Mount Gunson Mines Pty Ltd.,N,False,213.3
pandurra_as_basement,147469,19.5,Pandurra Formation,Umberatana Group unit 2,9.0,19.5,mixed,green,buff,Buff sandstone with pale green siltstone interbeds,1995-03-13,False,PACMINEX EX 28,137.3452346,-32.3175124,1973-10-15,Mount Gunson Mines Pty Ltd.,N,False,213.1
pandurra_as_basement,147470,10.5,Pandurra Formation,Quaternary rocks,0.0,10.5,none,,,"Sand, clay, gravel",1995-03-13,False,PACMINEX EX 29,137.3275326,-32.3686134,1973-10-15,Mount Gunson Mines Pty Ltd.,N,False,218.4
pandurra_as_basement,147471,15.0,Pandurra Formation,Quaternary rocks,0.0,15.0,none,,,"Sand, clay, gravel",1995-03-13,False,PACMINEX EX 30,137.2947676,-32.4091634,1973-10-16,Mount Gunson Mines Pty Ltd.,N,False,222.2
pandurra_as_basement,147473,37.2,Gawler Range Volcanics,Umberatana Group unit 2,6.0,37.2,reduced,pyritic,,Very fine to medium sandstone with rounded quartz & pink lithics in places; pyritic in lower part,1995-03-13,False,PACMINEX EX 36,137.3858726,-32.4374104,1973-10-31,Mount Gunson Mines Pty Ltd.,N,False,227.0
pandurra_as_basement,147477,33.53,Pandurra Formation,Tapley Hill Formation,9.14,33.53,none,,,Calcareous shale with minor sandstone & dolomite,1995-03-14,False,PACMINEX EX 62,137.5315325,-32.8450304,1974-03-07,Mount Gunson Mines Pty Ltd.,N,False,274.2
pandurra_as_basement,147480,27.0,Pandurra Formation,Tapley Hill Formation,6.0,27.0,reduced,dark; grey,,"Dark grey laminated shale, upper part to 21 m weathered to clay",1995-03-14,False,PACMINEX EX 66,137.5441125,-32.8777774,1974-03-08,Mount Gunson Mines Pty Ltd.,N,False,278.0
pandurra_as_basement,147484,32.5,Gawler Range Volcanics,Tapley Hill Formation,10.0,32.5,reduced,grey,,"Grey calcareous shale, weathered to clay at top; hard grey dolomitic limestone at base",1995-03-14,False,PACMINEX EX 95,137.3914116,-32.4377584,1974-03-23,Mount Gunson Mines Pty Ltd.,N,False,227.1
pandurra_as_basement,147486,53.0,Pandurra Formation,Tapley Hill Formation,1.0,53.0,reduced,grey,,"Grey shale, calcareous in lower part, slaty in places",1995-03-14,False,PACMINEX EX 98,137.2885516,-32.4492284,1974-03-25,Mount Gunson Mines Pty Ltd.,N,False,226.5
pandurra_as_basement,147487,57.5,Pandurra Formation,Tapley Hill Formation,3.0,57.5,reduced,black; grey,,"Grey-black calcareous shale, slaty in part",1995-03-14,False,PACMINEX EX 99,137.2887326,-32.4563504,1974-03-26,Mount Gunson Mines Pty Ltd.,N,False,227.3
pandurra_as_basement,147488,6.0,Pandurra Formation,Quaternary rocks,0.0,6.0,none,,,"Sand, clay, gravel",1995-03-14,False,PACMINEX EX 102,137.2665436,-32.4197754,1974-03-27,Mount Gunson Mines Pty Ltd.,N,False,223.0
pandurra_as_basement,147491,9.0,Gawler Range Volcanics,Tertiary silcrete,3.0,9.0,none,,,Silcrete; could be silcreted volcanic,1995-03-14,False,PACMINEX EX 106,137.3084426,-32.4117994,1974-03-28,Mount Gunson Mines Pty Ltd.,N,False,222.8
pandurra_as_basement,147492,10.0,Gawler Range Volcanics,Tertiary-Pleistocene rocks,0.0,10.0,none,,,"Sandstone, gravel, sand, clay, gypsum, silcrete, ferricrete",1995-03-14,False,PACMINEX EX 107,137.3224446,-32.4146994,1974-03-28,Mount Gunson Mines Pty Ltd.,N,False,223.3
pandurra_as_basement,147493,3.0,Pandurra Formation,Quaternary rocks,0.0,3.0,none,,,"Gravel, soil",1995-03-14,False,PACMINEX EX 109,137.3224896,-32.3832244,1974-03-29,Mount Gunson Mines Pty Ltd.,N,False,219.9
pandurra_as_basement,147494,4.0,Pandurra Formation,Tertiary silcrete,2.0,4.0,none,,,Silcrete,1995-03-14,False,PACMINEX EX 110,137.3304836,-32.3924584,1974-03-30,Mount Gunson Mines Pty Ltd.,N,False,221.0
pandurra_as_basement,147495,16.0,Gawler Range Volcanics,Tapley Hill Formation,9.0,16.0,reduced,green,,Pale green laminated clay,1995-03-23,False,PACMINEX EX 113,137.3760826,-32.4006244,1974-06-07,Mount Gunson Mines Pty Ltd.,N,False,222.8
pandurra_as_basement,147496,6.0,Pandurra Formation,Tertiary-Pleistocene rocks,0.0,6.0,none,,,Silcrete below soil,1995-03-23,False,PACMINEX EX 115,137.3488366,-32.3993304,1974-06-08,Mount Gunson Mines Pty Ltd.,N,False,222.1
pandurra_as_basement,147497,0.0,Pandurra Formation,,,,no cover interval logged,,,,,,PACMINEX EX 116,137.3448936,-32.3660384,1974-06-10,Mount Gunson Mines Pty Ltd.,N,False,218.4
pandurra_as_basement,147498,31.5,Pandurra Formation,Tapley Hill Formation,21.0,31.5,mixed,green,red,Green & puggy red clay,1995-03-23,False,PACMINEX EX 118,137.3666056,-32.3674344,1974-06-11,Mount Gunson Mines Pty Ltd.,N,False,219.0
pandurra_as_basement,147499,17.75,Pandurra Formation,Tertiary rocks,9.0,17.75,none,,,"Clayey sandstone, coarse in part",1995-03-23,False,PACMINEX EX 119,137.3142716,-32.2985164,1974-06-11,Mount Gunson Mines Pty Ltd.,N,False,210.5
pandurra_as_basement,147502,27.0,Pandurra Formation,Umberatana Group unit 2,15.0,27.0,oxidised,,brown,"White, yellow, mustard, brown interbands of clay, silty clay & silt (weathered claystone & siltstone)",1995-03-23,False,PACMINEX EX 122,137.2874846,-32.2677104,1974-06-13,Mount Gunson Mines Pty Ltd.,N,False,206.6
pandurra_as_basement,147505,9.0,Pandurra Formation,Tertiary-Pleistocene rocks,0.0,9.0,none,,,"Silcrete, sand, soil",1995-03-24,False,PACMINEX EX 125,137.2153626,-32.1825994,1974-06-14,Mount Gunson Mines Pty Ltd.,N,False,196.2
pandurra_as_basement,147506,25.0,Pandurra Formation,Whyalla Sandstone,6.0,25.0,reduced,grey,,"Soft weathered quartzose sandstone, pink & white quartz, grey to off white matrix",1995-03-24,False,PACMINEX EX 126,137.1963266,-32.1671494,1974-06-14,Mount Gunson Mines Pty Ltd.,N,False,194.2
pandurra_as_basement,147507,62.0,Pandurra Formation,Whyalla Sandstone,9.0,62.0,none,,,"Sandstone, clayey in part, quartzose, subangular to angular grains in upper part, coarse bimodal in lower part",1995-03-24,False,PACMINEX EX 127,137.2069736,-32.1556884,1974-06-24,Mount Gunson Mines Pty Ltd.,N,False,193.1
pandurra_as_basement,147508,24.0,Pandurra Formation,Umberatana Group unit 2,15.0,24.0,none,,,Sandy siltstone,1995-03-24,False,PACMINEX EX 133,137.1814646,-32.1218604,1974-06-28,Mount Gunson Mines Pty Ltd.,N,False,189.0
pandurra_as_basement,147512,56.9,Pandurra Formation,Whyalla Sandstone,6.0,56.9,none,,,"Sandstone, clayey in upper part, rounded to subrounded lithic grains in lower part",1995-03-24,False,PACMINEX EX 140,137.2260396,-32.0065454,1974-07-10,Mount Gunson Mines Pty Ltd.,N,False,177.0
pandurra_as_basement,147513,37.9,Pandurra Formation,Whyalla Sandstone,6.0,37.9,reduced,green; grey,,"Clayey sandstone, quartz & lithic grains in grey-pink-green-cream matrix; minor siltstone near base",1995-03-27,False,PACMINEX EX 141,137.2290746,-32.0443704,1974-07-11,Mount Gunson Mines Pty Ltd.,N,False,181.2
pandurra_as_basement,147514,57.0,Pandurra Formation,Umberatana Group unit 2,21.0,57.0,reduced,pyrite,,"Clay & mud to 42m, then calcareous & sandy siltstone; trace pyrite near base",1995-03-27,False,PACMINEX EX 144,137.1598476,-32.0904854,1974-07-13,Mount Gunson Mines Pty Ltd.,N,False,185.2
pandurra_as_basement,147515,5.0,Pandurra Formation,Tertiary silcrete,0.0,5.0,none,,,Massive silcrete & silicified sandstone,1995-03-27,False,PACMINEX EX 145,137.1351796,-32.0091914,1974-07-13,Mount Gunson Mines Pty Ltd.,N,False,176.0
pandurra_as_basement,147517,72.5,Pandurra Formation,Whyalla Sandstone,3.0,72.5,none,,,"Sandstone, quartzose & lithic, coarser grains rounded; clay at base",1995-03-27,False,PACMINEX EX 147,137.1107496,-31.9823634,1974-07-13,Mount Gunson Mines Pty Ltd.,N,False,172.7
pandurra_as_basement,147518,9.0,Pandurra Formation,Tertiary-Pleistocene rocks,0.0,9.0,none,,,Fine clayey sandstone below calcareous (probably calcreted) sand & sandy clay,1995-03-27,False,PACMINEX EX 148,137.1521496,-31.9879804,1974-07-13,Mount Gunson Mines Pty Ltd.,N,False,173.9
pandurra_as_basement,147519,48.5,Pandurra Formation,Woocalla Dolomite Member,47.0,48.5,none,,,White dolomite,1995-03-27,False,PACMINEX EX 149,137.1642296,-31.9976964,1974-07-15,Mount Gunson Mines Pty Ltd.,N,False,175.1
pandurra_as_basement,147520,1.0,Pandurra Formation,Quaternary rocks,0.0,1.0,none,,,Soil,1995-03-27,False,PACMINEX EX 150,137.1275146,-32.0575714,1974-07-15,Mount Gunson Mines Pty Ltd.,N,False,181.2
pandurra_as_basement,147521,21.75,Pandurra Formation,Umberatana Group unit 2,3.0,21.75,none,,,"Calcareous siltstone, sandy in places",1995-03-27,False,PACMINEX EX 151,137.1264376,-32.0841974,1974-07-15,Mount Gunson Mines Pty Ltd.,N,False,184.1
pandurra_as_basement,147522,54.0,Pandurra Formation,Umberatana Group unit 2,12.0,54.0,none,,,Sandy siltstone & clayey sandstone,1995-03-27,False,PACMINEX EX 152,137.1757286,-32.0989604,1974-07-16,Mount Gunson Mines Pty Ltd.,N,False,186.4
pandurra_as_basement,147523,3.0,Pandurra Formation,Quaternary rocks,0.0,3.0,none,,,Soil & quartzite rubble,1995-03-27,False,PACMINEX EX 153,137.0766986,-32.0771754,1974-07-16,Mount Gunson Mines Pty Ltd.,N,False,182.8
pandurra_as_basement,147524,13.9,Pandurra Formation,Umberatana Group unit 2,1.0,13.9,oxidised,,brown; red,Khaki-red-pink-brown sandy & shaley siltstone,1995-03-27,False,PACMINEX EX 154,137.1025766,-32.0645724,1974-07-16,Mount Gunson Mines Pty Ltd.,N,False,181.7
pandurra_as_basement,147892,9.0,Pandurra Formation,Quaternary rocks,0.0,9.0,oxidised,,red,Red sandy clay & gravel,1995-03-31,False,PACMINEX EX 156,136.9809936,-32.1973114,1974-07-17,Mount Gunson Mines Pty Ltd.,N,False,195.5
pandurra_as_basement,148599,8.5,Corunna Conglomerate,Tertiary silcrete,7.6,8.5,none,,,Silicified sandstone: ?silcrete,1995-05-09,False,AU-U 1,136.6855327,-32.6353024,1971-05-20,Nissho Iwai Co (Australia) Pty Ltd.,N,False,244.7
pandurra_as_basement,148604,0.0,Corunna Conglomerate,,,,no cover interval logged,,,,,,AU-U 6,136.7352547,-32.6600134,1972-09-10,Nissho Iwai Co (Australia) Pty Ltd.,N,False,247.2
pandurra_as_basement,166509,4.6,Mulgathing Complex,Quaternary rocks,0.0,4.6,none,,,"Alluvial sand, clay & some gypsum.",1998-02-04,False,KENELLA 2A,134.961791,-30.9239723,1973-12-31,Agilis Exploration Services (Aust) Pty Ltd.,N,False,191.8
pandurra_as_basement,166510,4.6,Mulgathing Complex,Quaternary rocks,0.0,4.6,none,,,"Alluvial sand, clay & some gypsum.",1998-02-04,False,KENELLA 3A,134.964198,-30.9250553,1973-12-31,Agilis Exploration Services (Aust) Pty Ltd.,N,False,191.6
pandurra_as_basement,166511,4.6,Mulgathing Complex,Quaternary rocks,0.0,4.6,none,,,"Alluvial sand, clay & some gypsum.",1998-02-04,False,KENELLA 5A,134.963149,-30.9289353,1973-12-31,Agilis Exploration Services (Aust) Pty Ltd.,N,False,191.8
pandurra_as_basement,166512,6.1,Mulgathing Complex,Quaternary rocks,0.0,6.1,none,,,"Alluvial sand, clay & some gypsum.",1998-02-04,False,KENELLA 7A,134.960535,-30.9228883,1973-12-31,Agilis Exploration Services (Aust) Pty Ltd.,N,False,191.9
pandurra_as_basement,166513,4.6,Mulgathing Complex,Quaternary rocks,0.0,4.6,none,,,"Alluvial sand, clay & some gypsum.",1998-02-04,False,KENELLA 8A,134.959488,-30.9228883,1973-12-31,Agilis Exploration Services (Aust) Pty Ltd.,N,False,192.0
pandurra_as_basement,177989,132.0,Freeling Heights Quartzite,Paralana Quartzite,9.0,132.0,none,,,"Quartzite, very minor scapolitic schist & schistose amphibolite towards top.",2000-03-02,False,YX 11,139.2960134,-30.1787615,1973-04-12,Utah Development Co.,N,False,233.1
pandurra_as_basement,181359,64.0,Mount Neill Granite,Paralana Quartzite,38.0,64.0,reduced,green; pyritic,,"Quartzite, green, chloritic, pyritic.",2000-08-16,False,PDH 9,139.2373814,-30.2248305,1974-12-31,Aquitaine Australia Minerals Pty Ltd.,N,False,226.8
pandurra_as_basement,184730,32.7,Pandurra Formation,Neoproterozoic rocks,28.2,32.7,none,,,"Sandstone, conglomeratic, polymict clasts & pebbles in coarse grained sand-clay matrix.",2001-03-27,False,GY 1,137.1732736,-31.4437524,1975-02-26,Mount Gunson Mines Pty Ltd.,N,False,114.8
pandurra_as_basement,256313,29.4,Pandurra Formation,Whyalla Sandstone,23.8,29.4,none,,,,1974-03-13,True,LY 2,137.1326077,-31.4500464,1974-03-01,CSR Ltd.,N,False,114.6
pandurra_as_basement,256314,29.5,Pandurra Formation,Woocalla Dolomite Member,24.75,29.5,none,,,,1974-03-07,True,LY 3,137.1542797,-31.4343714,1974-03-07,CSR Ltd.,N,False,113.4
pandurra_as_cover,4062,17.68,Hiltaba Suite,Garford Formation,3.66,17.68,none,,,"sand, pinkish clay",2010-04-20,False,,134.450313,-32.8339633,1949-09-08,,Y,False,352.1
pandurra_as_cover,4063,18.0,Hiltaba Suite,Garford Formation,4.0,18.0,none,,,rusty clayey sand,2010-04-20,False,,134.464835,-32.8355503,1949-09-16,,Y,False,351.4
pandurra_as_cover,4066,24.3,Hiltaba Suite,Garford Formation,5.49,24.3,none,,,light clayey sand and grit,2010-04-20,False,,134.45251,-32.8520853,1958-09-05,,Y,False,353.5
pandurra_as_cover,4067,28.04,Hiltaba Suite,Garford Formation,17.0,28.04,none,,,"creamy clayey sand, sandstone.",2010-04-20,False,,134.477769,-32.8235633,1953-10-03,,Y,False,349.6
pandurra_as_cover,4127,36.58,St Peter Suite,Garford Formation,19.81,36.58,none,,,sand and gravel at depth,2010-04-20,False,,134.350802,-32.7920373,1956-12-20,,Y,False,355.0
pandurra_as_cover,4159,41.25,Hiltaba Suite,Garford Formation,10.36,41.25,oxidised,,brown,"brown sand, white clay and grit",2010-04-20,False,,134.418914,-32.8481183,1954-02-25,,Y,False,355.3
pandurra_as_cover,4164,36.88,Hiltaba Suite,Garford Formation,4.27,36.88,none,,,"silaceous sand, clayey",2010-04-20,False,,134.433128,-32.8463973,1950-05-30,,Y,False,354.2
pandurra_as_cover,4181,18.29,St Peter Suite,Garford Formation,11.58,18.29,oxidised,,brown; red,"red/brown sand, gritty",2010-04-20,False,,134.342127,-32.8561723,1956-03-09,,Y,False,360.7
pandurra_as_cover,4193,8.23,St Peter Suite,Wiabuna Formation,0.0,8.23,none,,,"limestone rubble, gravel, sand",2010-04-20,False,DEPT OF MINES,134.438234,-32.9161833,1967-05-02,South Australia. Department of Mines and Energy.,Y,False,359.8
pandurra_as_cover,5051,37.5,Mulgathing Complex,Jurassic-Cretaceous unit 1,2.5,37.5,none,,,Fine gr. sandstone with rounded - subang gr and silty matrix,1993-07-21,False,COMM RAILWAYS (A169) 15,134.4786941,-29.2546583,1972-03-27,Commonwealth Railways of Australia.,N,False,267.1
pandurra_as_cover,5145,548.64,Mulgathing Complex,Stuart Range Formation,521.21,548.64,none,,,Claystone with minor silt and sand,1993-07-15,False,MOUNT FURNER 1,134.4653931,-28.1025323,1969-06-17,South Australia. Department of Mines and Energy.,N,False,350.4
pandurra_as_cover,6092,22.25,St Peter Suite,Garford Formation,3.05,22.05,none,,,"sandy clay, come gypsun and silaceous rocks",2010-04-23,False,E&WS - KUDDLEBA BORE,134.8555389,-32.6454883,1913-08-01,South Australia. Engineer in Chiefs Department.,Y,False,311.7
pandurra_as_cover,6100,43.89,Hiltaba Suite,Garford Formation,7.0,43.89,oxidised,,brown,"light yellow brown sand, clayey",2010-04-23,False,,134.7689199,-32.7731653,1948-11-08,,Y,False,327.8
pandurra_as_cover,6109,47.24,St Peter Suite,Bridgewater Formation,10.67,47.24,none,,,"gritty sand, sandstone.",2010-04-23,False,HIGHWAYS AND LOCAL GOVT DEPT,134.7274739,-32.6908493,1963-12-06,,Y,False,323.2
pandurra_as_cover,6129,35.57,Hiltaba Suite,Garford Formation,4.27,35.57,oxidised,,brown,"	pale yellow/brown sand, clayey grit",2010-04-27,False,,134.8218299,-32.8733623,1950-07-06,,Y,False,333.7
pandurra_as_cover,6141,44.81,Hiltaba Suite,Garford Formation,10.67,44.81,none,,,"yellow clayey sand, grit",2010-04-23,False,,134.7714139,-32.8079623,1954-02-19,,Y,False,330.7
pandurra_as_cover,6144,18.2,Hiltaba Suite,Garford Formation,4.8,18.2,none,,,,2020-06-26,False,,134.7900969,-32.8441673,1958-11-05,,N,False,332.9
pandurra_as_cover,6151,25.0,Hiltaba Suite,Garford Formation,5.5,25.0,none,,,,2020-06-29,False,,134.7527889,-32.8642973,1955-03-02,,N,False,336.8
pandurra_as_cover,6226,32.0,St Peter Suite,Garford Formation,3.05,32.0,oxidised,,red,"pink red sand, quartz grit",2010-04-27,False,,134.7299959,-32.9471843,1954-02-05,,Y,False,345.4
pandurra_as_cover,6233,30.5,Hiltaba Suite,Garford Formation,6.1,30.5,none,,,,2020-06-29,False,,134.7431859,-32.8736953,1952-05-13,,N,False,338.1
pandurra_as_cover,6234,6.1,Hiltaba Suite,Garford Formation,1.8,6.1,none,,,,2020-06-29,False,,134.7322729,-32.8732933,1955-03-16,,N,False,338.7
pandurra_as_cover,6235,45.7,Hiltaba Suite,Tertiary rocks,15.2,45.7,none,,,,2020-06-29,False,,134.7220199,-32.8530553,1929-08-13,,N,False,337.5
pandurra_as_cover,6236,51.8,Hiltaba Suite,Garford Formation,3.0,51.8,none,,,,2020-06-29,False,,134.7250979,-32.8495263,1948-06-28,,N,False,337.0
pandurra_as_cover,6237,33.8,Hiltaba Suite,Garford Formation,2.7,33.8,none,,,,2020-06-29,False,,134.7250229,-32.8497883,1948-07-15,,N,False,337.1
pandurra_as_cover,6248,15.24,Hiltaba Suite,Garford Formation,4.27,15.24,oxidised,,brown,	yellow brown sand and grit,2010-04-27,False,,134.521739,-32.8241803,1952-12-16,,Y,False,346.9
pandurra_as_cover,6363,0.0,Tarcoola Formation,,,,no cover interval logged,,,,,,TD 1 SADME,134.541359,-30.7037243,1965-05-17,South Australia. Department of Mines and Energy.,Y,False,226.5
pandurra_as_cover,6364,0.0,Tarcoola Formation,,,,no cover interval logged,,,,,,TD 2 SADME,134.541349,-30.7037243,1965-06-12,South Australia. Department of Mines and Energy.,Y,False,226.5
pandurra_as_cover,6365,0.0,Tarcoola Formation,,,,no cover interval logged,,,,,,TD 3 SADME,134.541349,-30.7037243,1965-07-14,South Australia. Department of Mines and Energy.,Y,False,226.5
pandurra_as_cover,6370,12.0,Tarcoola Formation,Quaternary rocks,3.0,12.0,none,,,Sand with grains 1-2mm and variably clayey,1993-07-21,False,COMM RAILWAYS (A9) 9,134.51143,-30.6727553,1972-01-14,Commonwealth Railways of Australia.,Y,False,228.9
pandurra_as_cover,6371,49.0,Mulgathing Complex,Carboniferous-Permian rocks,3.0,49.0,reduced,carbonaceous,,"Partly carbonaceous, partly sandy, partly gypseous",1993-07-21,False,COMM RAILWAYS 182,134.514238,-30.7126043,1972-01-17,Commonwealth Railways of Australia.,Y,False,229.1
pandurra_as_cover,6381,1.5,Tarcoola Formation,Quaternary rocks,0.0,1.5,none,,,,1993-10-05,False,TD 4 SADME,134.545828,-30.6904943,1966-06-10,South Australia. Department of Mines and Energy.,Y,False,225.9
pandurra_as_cover,6382,20.6,Tarcoola Formation,Tertiary rocks,15.7,20.6,reduced,carbonaceous; pyritic,,"Slightly sandy, pyritic, carbonaceous clay",1993-10-05,False,TD 5 SADME,134.60498,-30.6488543,1966-07-29,South Australia. Department of Mines and Energy.,Y,False,219.8
pandurra_as_cover,6409,0.0,Mulgathing Complex,,,,no cover interval logged,,,,,,EDR 1,134.986236,-30.8864843,1969-11-06,South Australia. Department of Mines and Energy.,Y,False,188.4
pandurra_as_cover,6410,0.0,Mulgathing Complex,,,,no cover interval logged,,,,,,EDR 2,134.986236,-30.8864843,1969-11-07,South Australia. Department of Mines and Energy.,Y,False,188.4
pandurra_as_cover,6411,0.0,Mulgathing Complex,,,,no cover interval logged,,,,,,EDR 3,134.986236,-30.8864843,1969-11-08,South Australia. Department of Mines and Energy.,Y,False,188.4
pandurra_as_cover,6412,0.0,Mulgathing Complex,,,,no cover interval logged,,,,,,EDR 4,134.986309,-30.8864853,1969-11-11,South Australia. Department of Mines and Energy.,Y,False,188.4
pandurra_as_cover,6413,0.0,Mulgathing Complex,,,,no cover interval logged,,,,,,EDR 5,134.986236,-30.8864843,1969-11-11,South Australia. Department of Mines and Energy.,N,False,188.4
pandurra_as_cover,6414,0.0,Mulgathing Complex,,,,no cover interval logged,,,,,,EDR 6,134.986236,-30.8864843,1969-11-11,South Australia. Department of Mines and Energy.,N,False,188.4
pandurra_as_cover,6521,1.5,Mulgathing Complex,Quaternary rocks,0.0,1.5,oxidised,,red,Fine gr. red sand,1993-07-21,False,COMM RAILWAYS 11,134.5339831,-30.3375053,1972-01-24,Commonwealth Railways of Australia.,Y,False,226.0
pandurra_as_cover,6766,2.5,Mulgathing Complex,Quaternary rocks,0.0,2.5,none,,,V. fine gr. partly consolidated sand,1993-07-21,False,COMM RAILWAYS 14,134.7122861,-29.7252193,1972-03-08,Commonwealth Railways of Australia.,N,False,223.9
pandurra_as_cover,6770,0.0,Ealbara Rhyolite,,,,no cover interval logged,,,,,,PERFECTION DDH 1,134.7015951,-29.7353743,1971-04-16,South Australia. Department of Mines and Energy.,N,False,224.4
pandurra_as_cover,6771,0.0,Ealbara Rhyolite,,,,no cover interval logged,,,,,,PERFECTION DDH 2,134.7050671,-29.7365193,1971-04-09,South Australia. Department of Mines and Energy.,N,False,224.1
